,movie_id,name,first_score,last_score,genre
5070,348994,Beethoven,-0.7579,0.6908,Comedy
4781,1373475,The Cheetah Girls,0.765,0.8481,Comedy
3810,29268797,Mutant Girls Squad,-0.6908,0.0772,Comedy
2777,29828688,Madea's Big Happy Family,-0.8074,-0.1779,Comedy
2411,24462484,Don't Bother to Knock,0.6808,0.6808,Comedy
3896,22637361,Pippi on the Run,0.5106,0.8934,Comedy
3400,18060738,Lower Learning,-0.802,-0.25,Comedy
4125,3824857,Ghost House,0.8074,0.4019,Comedy
1099,2667691,The Firemen's Ball,0.34,-0.7096,Comedy
217,685981,Loaded Weapon 1,-0.7922,-0.4939,Comedy
1806,18566573,I'm Not Single,-0.7351,-0.4019,Comedy
3300,9188909,Ayyamna al-Holwa,-0.2732,0.8519,Comedy
2170,5443971,The Room,0.5859,-0.5719,Comedy
4933,12700168,The Cloth Peddler,0.6597,0.5106,Comedy
4763,15304886,The Secret of the Selenites,0.6249,0.34,Comedy
5274,10459622,The Squeeze,-0.4588,0.1531,Comedy
4453,12839891,Popcorn,-0.128,-0.8322,Comedy
3421,713375,My Stepmother Is an Alien,-0.4767,-0.3761,Comedy
147,4865852,"Double, Double, Toil and Trouble",-0.4173,-0.6114,Comedy
3469,1405466,The Singles Ward,0.4215,0.5927,Comedy
4594,1493245,Baby's Day Out,0.3182,0.5574,Comedy
5381,13135874,The Moonshine War,0.4404,0.2617,Comedy
5171,13755733,Machine Head,-0.4404,-0.0772,Comedy
3518,212981,Georgy Girl,0.5994,-0.1027,Comedy
2846,18459833,Linda Lovelace for President,0.5994,-0.4588,Comedy
114,15639202,Bees in Paradise,0.2964,0.3818,Comedy
252,13275998,Seeing the World,0.5859,0.1779,Comedy
1186,904125,Caveman,-0.7506,0.3818,Comedy
3634,12794862,The Lady Takes a Sailor,0.872,-0.4201,Comedy
574,28530363,The Way,-0.8555,0.6808,Comedy
2551,1985720,Norwood,0.4215,0.5574,Comedy
1743,4743333,Clean Slate,0.0772,0.4215,Comedy
4853,7446685,Blotto,0.4019,-0.5106,Comedy
3414,23685888,Big Beat,-0.066,-0.2023,Comedy
2659,33593483,Doughboys,0.5574,0.6369,Comedy
4635,18918743,Make Mine Mink,-0.2732,0.4588,Comedy
1628,19685904,Tiny Troubles,-0.4767,0.34,Comedy
1661,21043028,Fathom,-0.1779,0.3818,Comedy
4019,442647,Young Frankenstein,0.7003,0.8934,Comedy
3562,296997,Love's Labour's Lost,0.128,-0.1531,Comedy
5000,5915965,Valathottu Thirinjal Nalamathe Veedu,-0.7845,0.4404,Comedy
3393,10068547,Thai Thief,-0.5994,-0.6946,Comedy
4187,18525087,Passion Flower Hotel,0.6486,0.5719,Comedy
1613,3654363,Unfaithfully Yours,0.1779,0.8442,Comedy
4227,13961279,The Sin of Harold Diddlebock,-0.0772,0.4767,Comedy
2489,23615900,Camp Rock 2: The Final Jam,0.8834,0.4927,Comedy
3028,113464,Hannah and Her Sisters,0.4019,-0.3182,Comedy
1727,10049321,Finders Keepers,0.2732,0.25,Comedy
2948,1184428,The Ladies Man,0.3612,0.5574,Comedy
4936,13856422,Gonzales' Tamales,0.0516,-0.4215,Comedy
2125,4597853,The Devil Wears Prada,0.3182,0.4767,Comedy
2246,24463571,La Valentina,-0.7579,-0.7579,Comedy
5099,3541699,Life Without Dick,-0.7845,-0.8126,Comedy
4366,560837,Dirty Work,0.717,-0.8765,Comedy
5030,26783359,Peep World,0.872,-0.5118,Comedy
2222,13161277,Olive Oyl for President,0.25,0.8356,Comedy
4161,970386,The SpongeBob SquarePants Movie,0.5859,-0.0516,Comedy
1510,2827852,Amateur,0.25,-0.3716,Comedy
39,8423977,Apna Sapna Money Money,-0.4767,0.9336,Comedy
1294,3978347,The Monster Club,-0.5574,0.34,Comedy
4621,27439922,Larry Crowne,-0.34,0.5267,Comedy
613,443917,Catch That Kid,0.5719,0.3446,Comedy
1478,11569227,Satan's Cheerleaders,0.1179,-0.4019,Comedy
5138,7197997,Plunder and Lightning,-0.4404,0.765,Comedy
1227,9302816,Blitz Wolf,-0.7096,0.2732,Comedy
3371,9398346,The Search for One-eye Jimmy,-0.34,0.5988,Comedy
4723,29380609,Lloyd the Conqueror,0.0516,0.8313,Comedy
112,12596008,Dark Heaven,-0.6486,-0.8074,Comedy
699,10750885,Minna no Ie,0.5574,0.4939,Comedy
1106,25897109,Superfantagenio,-0.4767,0.8126,Comedy
5336,2003184,Cup-tie Honeymoon,0.2023,0.7096,Comedy
306,10644435,Pojkarna på Storholmen,0.2263,0.2969,Comedy
4629,312228,House Party,0.7003,0.0772,Comedy
1425,2772250,Idle Hands,-0.3612,0.0772,Comedy
1404,75933,Dangerous Liaisons,-0.5023,-0.4767,Comedy
5252,2017211,Bolt,-0.6597,0.7096,Comedy
284,3055220,And the Angels Sing,0.4019,0.5267,Comedy
486,5545800,Mannequin: On the Move,0.4215,-0.872,Comedy
1382,25562315,Here,-0.3612,-0.5719,Comedy
4143,5384890,"His Majesty, the Scarecrow of Oz",-0.5859,0.296,Comedy
4632,14791763,My Horrible Year!,-0.4939,0.5994,Comedy
647,3520927,Zenon: The Zequel,-0.679,0.4767,Comedy
777,1456329,An American Tail: Fievel Goes West,-0.7074,0.5574,Comedy
1554,7408024,Iga no Kabamaru,-0.3182,-0.765,Comedy
2023,724551,À nous la liberté,-0.5106,-0.1027,Comedy
1651,3990824,The Major and the Minor,-0.0516,-0.4404,Comedy
5123,1858763,Dark Star,0.1531,0.5106,Comedy
3205,4869325,The Sheriff and the Satellite Kid,-0.4404,0.6124,Comedy
2429,7392111,Mad Monster Party,-0.0516,-0.5707,Comedy
559,9207788,Traci Townsend,0.8271,-0.0762,Comedy
78,3912910,Feast,-0.1027,-0.6124,Comedy
3686,12918906,The Love Guru,-0.7096,0.34,Comedy
3147,1274418,Cheech & Chong's Up in Smoke,0.25,0.5994,Comedy
612,28149238,A Merry War,0.5859,0.0258,Comedy
5252,2017211,Bolt,-0.6597,0.7096,Comedy
4059,9022488,The Boss of it All,0.1531,-0.765,Comedy
540,2513047,"Hey There, It's Yogi Bear!",0.34,0.7845,Comedy
3815,1377382,Racing Stripes,-0.34,0.765,Comedy
4874,25781444,Sheila Levine Is Dead and Living in New York,-0.128,0.6956,Comedy
126,5454380,The Thrill of It All,0.7579,-0.4588,Comedy
3647,12500476,Sissi,0.6369,0.6124,Comedy
3381,3863417,Beer League,-0.5106,0.1109,Comedy
1292,3828072,Boys Will Be Boys,-0.296,-0.7579,Comedy
2339,18017583,Love Before Breakfast,0.5859,0.7814,Comedy
4384,9313886,Fever Pitch,0.4019,0.875,Comedy
3071,18241669,Simpatico,0.4215,0.4939,Comedy
3177,3418109,Dream a Little Dream,-0.4939,0.6486,Comedy
3260,3997782,Chaos Theory,0.7717,0.9238,Comedy
4096,11158587,Russkies,0.765,-0.1027,Comedy
4254,24666418,The Disappearance of Haruhi Suzumiya,0.0772,0.7964,Comedy
2281,24691338,The Frankenstein Brothers,0.6369,0.417,Comedy
1669,21673036,The Return of the Musketeers,0.3182,-0.2263,Comedy
1514,32325414,The First Time,0.6808,0.7845,Comedy
4480,43849,The Apartment,-0.3612,0.6369,Comedy
4872,5626032,One Good Turn,-0.2263,-0.8074,Comedy
798,12383140,His Private Secretary,0.2973,-0.3252,Comedy
1859,11056435,Doctor Benny,-0.4215,0.8999,Comedy
346,25084392,Beyond the Pole,0.8807,0.5187,Comedy
1007,6917971,Love and Other Disasters,0.6597,0.3182,Comedy
1849,2883942,Cheats,0.4939,0.7876,Comedy
5101,2555548,The Baxter,-0.128,-0.5423,Comedy
4506,23918543,The Paneless Window Washer,-0.4404,0.0258,Comedy
3410,1528430,Beavis and Butt-head Do America,-0.296,-0.4939,Comedy
1535,18182495,What a Mess!,0.34,0.34,Comedy
1090,8834970,The Pick-up Artist,0.4019,0.7184,Comedy
3658,20691913,No Mercy for the Rude,-0.7783,-0.8807,Comedy
3731,8276181,Forget Paris,-0.7469,0.7351,Comedy
1107,20319204,The Professional,-0.128,0.4767,Comedy
1916,24204860,Baaria - La porta del vento,0.5267,-0.8402,Comedy
2477,7415751,Poor Cinderella,-0.8555,-0.6908,Comedy
212,27300461,O katergaris,0.1027,-0.1779,Comedy
3214,8432968,"Why Me, Sweetie?!",0.1779,0.6369,Comedy
2473,16204877,Bedtime Stories,0.3612,0.2732,Comedy
1883,31306385,Rock of Ages,0.6705,-0.0772,Comedy
1011,14526402,Phony Express,-0.128,-0.2732,Comedy
4,10799612,Amici miei,0.3818,-0.8442,Comedy
5173,23252763,Monsters University,-0.3182,0.899,Comedy
4021,12495446,The Virgin Queen of St. Francis High,-0.3818,0.2023,Comedy
3948,20284620,I theia ap' ton Chicago,-0.3818,-0.25,Comedy
2682,5670572,Shoot 'em Up,-0.296,-0.6124,Comedy
3797,8447225,The Barber of Siberia,0.7184,-0.9274,Comedy
4057,26553464,While the Sun Shines,-0.5994,-0.5106,Comedy
2948,1184428,The Ladies Man,0.3612,0.5574,Comedy
4432,798584,My Fellow Americans,0.2732,-0.6369,Comedy
4660,2908457,K-911,-0.872,0.296,Comedy
3342,6242323,Simon,0.5859,-0.0772,Comedy
3250,7173361,Betty Boop's Crazy Inventions,-0.128,0.1779,Comedy
2988,16029585,The Tit and the Moon,-0.34,0.4019,Comedy
971,9102499,Transit,0.1531,-0.4404,Comedy
1043,4783723,A Lucky Dog,0.4939,0.6124,Comedy
326,24017181,Acceptance,-0.3182,-0.3182,Comedy
2702,18757474,Pasukob,-0.0387,0.4745,Comedy
4594,1493245,Baby's Day Out,0.3182,0.5574,Comedy
2581,19757771,Bubbling Troubles,-0.5719,0.1531,Comedy
1012,1251285,Women on the Edge of a Nervous Breakdown,-0.5106,0.3818,Comedy
903,7701711,Luck by Chance,0.8442,0.9413,Comedy
508,8573584,Money No Enough,0.4767,0.7845,Comedy
2596,5906792,Mini's First Time,0.5106,-0.9032,Comedy
2397,905483,Chopper,0.5106,-0.1901,Comedy
503,24043964,Mid-August Lunch,-0.2732,0.2732,Comedy
2342,20548857,The Gay Anties,-0.4939,-0.1027,Comedy
1657,21513166,Donga Kollu,0.3818,0.128,Comedy
1230,931869,Personal Services,-0.2732,-0.4019,Comedy
946,25052188,"Santa, Jr.",-0.4767,0.4767,Comedy
3006,154956,Ocean's Eleven,-0.8176,-0.6124,Comedy
3471,1323106,Gremlins 2: The New Batch,-0.7964,-0.3182,Comedy
2476,4685891,History Is Made at Night,0.296,-0.0258,Comedy
2120,1395159,Clockstoppers,0.5473,0.5106,Comedy
3441,8589723,"Shake, Rattle & Roll 8",-0.1027,-0.4019,Comedy
2621,15007612,W.C. Fields and Me,-0.5994,0.5859,Comedy
5302,6642464,Stand Up and Cheer!,0.5574,-0.5267,Comedy
2023,724551,À nous la liberté,-0.5106,-0.1027,Comedy
2746,7369863,War Inc.,-0.5423,-0.9001,Comedy
4116,16358705,Bye Bye Birdie,-0.3612,0.6249,Comedy
4212,3059032,Noah,0.6249,0.6249,Comedy
512,8446486,Fong Sai-Yuk,0.9042,0.4588,Comedy
4152,3153784,Piranha,-0.4588,-0.4939,Comedy
4289,18301225,The Big Empty,-0.3818,0.34,Comedy
3284,31158746,Bungalow,-0.5622,-0.4767,Comedy
357,8220284,"A Man, a Woman, and a Bank",-0.5267,0.6041,Comedy
1214,18296435,Aaah Belinda,0.743,-0.91,Comedy
3749,1370930,Cul-de-Sac,-0.4215,0.5106,Comedy
4651,9264341,Pineapple Express,-0.8176,0.765,Comedy
5141,5458357,PTU,-0.7579,-0.8979,Comedy
1492,2266239,Midnight Madness,0.7579,-0.4939,Comedy
1482,1014419,Jönssonligan spelar högt,-0.5267,-0.1655,Comedy
794,4844617,City Hunter,0.3182,0.7096,Comedy
3864,13610020,The Naked Brothers Band: Battle of the Bands,0.7269,0.5994,Comedy
5406,14555557,Crash Goes the Hash,-0.2263,0.4215,Comedy
5032,7455727,Scenes from the Class Struggle in Beverly Hills,-0.4019,-0.1531,Comedy
477,7503399,No! No! A Thousand Times No!!,-0.5574,-0.7227,Comedy
3014,11604253,Sanky Panky,0.743,0.743,Comedy
2167,11662268,A Bear For Punishment,-0.0258,0.5719,Comedy
1427,20669314,Plump Fiction,-0.7425,0.1007,Comedy
3475,5972799,Merci Docteur Rey,-0.714,0.0516,Comedy
1404,75933,Dangerous Liaisons,-0.5023,-0.4767,Comedy
4227,13961279,The Sin of Harold Diddlebock,-0.0772,0.4767,Comedy
4445,11310867,A Stranger of Mine,0.0772,0.7269,Comedy
447,1819931,The Odd Angry Shot,0.4019,0.4767,Comedy
3554,5303308,The Commitments,0.6369,0.4019,Comedy
2648,3793519,Saving Grace,-0.7096,-0.0516,Comedy
1862,31838471,A Good Old Fashioned Orgy,0.7003,0.4019,Comedy
3252,22570919,Aalukkoru Aasai,0.5719,0.5574,Comedy
3913,11072916,Thou Shalt Honor Thy Wife,-0.0665,0.296,Comedy
4946,36153521,Eating Out 5: The Open Weekend,0.4939,0.6808,Comedy
414,4401133,Smiley Face,0.024,-0.5267,Comedy
4774,18069089,Sabirni centar,-0.1779,0.4404,Comedy
2116,2947484,Mezzo Forte,-0.7096,-0.3182,Comedy
1061,358243,Class,0.4588,-0.5023,Comedy
1496,2100379,I Married a Witch,-0.6597,-0.3612,Comedy
153,5626726,The Bohemian Girl,0.4019,0.4588,Comedy
1380,14740242,Three Dark Horses,-0.2023,-0.6369,Comedy
3525,11407598,"Tramp, Tramp, Tramp",0.6369,0.9136,Comedy
3874,26205694,Meesa Madhavan,-0.1027,0.7096,Comedy
1309,13921056,Situation Hopeless... But Not Serious,-0.6249,0.3182,Comedy
4177,23851782,The Ghost Train,0.6249,0.7409,Comedy
2485,5164749,The Young Ones,0.4939,0.3612,Comedy
2446,10138363,Old Bones of the River,0.6124,-0.34,Comedy
5239,6480357,Alice's spooky adventure,-0.2732,-0.7184,Comedy
1965,10613496,Stupid Teenagers Must Die!,-0.5719,-0.8481,Comedy
798,12383140,His Private Secretary,0.2973,-0.3252,Comedy
791,23914778,House of the Damned,-0.6908,0.7906,Comedy
4162,19347508,Boxing Gloves,0.8779,-0.1531,Comedy
393,10396322,Young Man of Manhattan,-0.3182,-0.3182,Comedy
4672,5088914,Our Wife,0.2846,0.5267,Comedy
4208,25145488,Snow 2: Brain Freeze,0.4939,-0.7579,Comedy
1081,10066083,Sayew,0.3612,-0.296,Comedy
2966,29000018,Jack Goes Boating,-0.25,0.6798,Comedy
5029,18892608,P.U.N.K.S.,0.7351,0.2732,Comedy
4976,22054974,Quick gun Murugan,-0.3802,-0.2023,Comedy
4762,1679437,Help! I'm a Fish,0.6705,0.2023,Comedy
4576,3408831,Career Opportunities,0.1027,-0.4767,Comedy
2518,9530831,The Minx,0.3612,0.2263,Comedy
5302,6642464,Stand Up and Cheer!,0.5574,-0.5267,Comedy
704,36354068,Down Among the Sheltering Palms,-0.3506,0.128,Comedy
2887,14452341,Bureau of Missing Persons,-0.7096,0.5719,Comedy
700,2229894,Romance & Cigarettes,-0.6908,0.6486,Comedy
3582,24324001,Foreign Exchange,0.7184,0.5267,Comedy
686,12875999,You're Only Young Once,0.8625,0.5859,Comedy
502,2303104,Herbie Goes Bananas,0.4939,-0.1779,Comedy
855,2423947,Still Crazy,0.4939,0.9477,Comedy
1141,6808679,Manga Latina: Killer on the Loose,0.836,-0.296,Comedy
403,27289546,Beauty and the Barge,0.8834,0.5106,Comedy
1635,24383650,The Blue Mansion,-0.8555,-0.6908,Comedy
2997,16054119,The Great Santa Claus Switch,0.6369,-0.6597,Comedy
4068,5693657,The Jock Club and the Mellon Collie Death of Eugene Nerdlinger,-0.5106,-0.8625,Comedy
3755,1717500,Stuart Saves His Family,-0.1027,-0.2732,Comedy
4467,5157418,What To Do In Case Of Fire,-0.1406,0.4215,Comedy
2308,10061019,Some More of Samoa,0.5574,0.4019,Comedy
4570,8594350,Adam and Paul,-0.296,-0.4939,Comedy
2970,2608771,The Truth About Love,0.8807,0.836,Comedy
424,18222110,Chat Room,0.8021,0.3182,Comedy
3371,9398346,The Search for One-eye Jimmy,-0.34,0.5988,Comedy
4302,12532758,The Gamers: Dorkness Rising,-0.5574,-0.8442,Comedy
3557,11293583,How High is Up?,-0.4767,0.25,Comedy
3075,997939,Kindergarten Cop,-0.8807,0.807,Comedy
1982,187642,The Moon Is Blue,0.8807,0.4215,Comedy
1239,8485294,The Amateurs,0.8268,0.4404,Comedy
5022,9367905,The Big Bad Swim,0.296,0.0516,Comedy
108,5264560,Blades of Glory,0.6652,0.5106,Comedy
2685,32777848,The Hedgehog,-0.2975,-0.7815,Comedy
2371,25322634,Death at a Funeral,-0.3612,0.1779,Comedy
721,27693775,The Dilemma,0.8126,0.5719,Comedy
3715,2624370,Why Would I Lie?,-0.5106,0.6369,Comedy
2340,1452319,Coup de Torchon,-0.6808,-0.6369,Comedy
3653,1922815,Cheaper by the Dozen 2,0.4019,-0.1655,Comedy
1313,901563,High School High,0.4404,0.5423,Comedy
5435,13300563,Another Gay Sequel: Gays Gone Wild,-0.3182,-0.4404,Comedy
1300,18661417,Xcuse Me,-0.3182,-0.3612,Comedy
1022,5274269,Hulchul,0.3612,0.4019,Comedy
1929,2695729,Police Story 4: First Strike,-0.4767,0.6124,Comedy
711,2575025,Cat Soup,-0.7089,0.3612,Comedy
3059,8603914,Flickering Lights,-0.5267,0.3252,Comedy
4615,5315438,Creature from the Haunted Sea,-0.5859,-0.6597,Comedy
1459,8120239,Heyy Babyy,0.3612,0.2023,Comedy
2773,25742891,Kicking the Dog,0.4767,-0.5859,Comedy
5314,579127,The Trouble with Harry,-0.7876,0.6908,Comedy
5469,7286111,Ahimsa Stop To Run,-0.8074,0.1027,Comedy
2510,25681893,Di que sí,-0.25,0.4939,Comedy
2490,8796061,The Ant Bully,-0.6908,0.34,Comedy
2583,24336583,Mango Soufflé,0.7003,0.7003,Comedy
5333,22670461,Dim Sum: A Little Bit of Heart,-0.7906,-0.1027,Comedy
1530,25485450,A Beginner's Guide to Endings,-0.3612,-0.3612,Comedy
642,15397951,Back Stage,-0.0772,-0.7579,Comedy
1541,5207131,Homeward Bound II: Lost in San Francisco,0.25,0.7184,Comedy
1574,23795113,Love for Sale,-0.5859,0.8877,Comedy
4145,19231529,Davitelj protiv davitelja,-0.7096,-0.3182,Comedy
116,14640745,Of Cash and Hash,-0.7003,0.0258,Comedy
5196,2687106,Bollywood/Hollywood,-0.6597,0.4588,Comedy
3863,13735294,"Apat Dapat, Dapat Apat",0.6369,0.5859,Comedy
4562,8355122,Boss Nigger,-0.6486,-0.5106,Comedy
1334,365039,Six Days Seven Nights,0.7845,0.5719,Comedy
1365,5747105,Rocío de La Mancha,-0.3818,-0.6486,Comedy
2594,14488588,Flying Saucer Daffy,-0.4215,0.5574,Comedy
734,2676601,Dickie Roberts: Former Child Star,0.4926,0.5859,Comedy
5341,30865068,Bride of Chucky,0.34,-0.4767,Comedy
2159,26545312,Hatchet II,0.0129,-0.8807,Comedy
860,19396361,Nirom,0.4767,0.4019,Comedy
2893,36761226,Deewana Main Deewana,0.4404,-0.3382,Comedy
3439,2623071,Oscar,-0.2263,0.7096,Comedy
580,12058668,Je Vous Trouve Très Beau,0.5423,0.34,Comedy
4550,23750252,Four Lions,-0.6705,-0.9062,Comedy
4584,9513043,You Don't Mess with the Zohan,0.7461,0.3612,Comedy
3417,31641920,Salvation Boulevard,-0.34,-0.8885,Comedy
252,13275998,Seeing the World,0.5859,0.1779,Comedy
4917,8089406,Family Resemblances,0.5719,0.7096,Comedy
1629,8487305,Christmas Do-Over,-0.4767,-0.4767,Comedy
5495,20280702,The Nutty Professor,0.5859,0.5859,Comedy
2552,15810661,Saroja,0.4767,0.7096,Comedy
2324,17922606,Aram + Aram = Kinnaram,0.4767,-0.3612,Comedy
4540,13473620,Son of Rambow,-0.25,0.6908,Comedy
1118,156632,The Lavender Hill Mob,-0.25,-0.5106,Comedy
3077,24706774,Hollywood Dreams,0.0258,0.0258,Comedy
4611,18146509,Edison and Leo,-0.34,-0.296,Comedy
4642,2982138,The Man Who Sued God,-0.4404,-0.6486,Comedy
1219,12087313,The Flats,0.7906,0.4228,Comedy
2564,22261980,Ah kai na 'moun antras,-0.6249,0.3612,Comedy
4460,22540979,The Extra Man,-0.8225,-0.4588,Comedy
1010,33622703,The Parade,0.34,-0.5994,Comedy
4860,8279213,Alex Holeh Ahavah,0.6369,-0.3182,Comedy
3502,5860215,Ang Tanging Ina,-0.2732,0.8834,Comedy
5119,14110961,L'Effrontée,0.3612,0.7717,Comedy
2851,6205827,Is It College Yet?,-0.3612,0.6705,Comedy
3214,8432968,"Why Me, Sweetie?!",0.1779,0.6369,Comedy
2576,7269566,Pros & Cons,-0.25,0.0258,Comedy
2110,7249475,La Casa del Terror,-0.8402,-0.5423,Comedy
3985,7048628,"Long Life, Happiness & Prosperity",0.2263,0.34,Comedy
2439,13149824,Bloodstone,-0.5719,-0.4588,Comedy
2139,8830696,Hatley High,-0.5994,0.9477,Comedy
5079,1996624,Other People's Money,0.8442,0.34,Comedy
2984,10541514,High Heels and Low Lifes,0.34,0.5719,Comedy
1535,18182495,What a Mess!,0.34,0.34,Comedy
4770,8948871,Coolie,-0.4215,0.5719,Comedy
3641,1087895,Eating Raoul,0.3182,0.4588,Comedy
2577,26724000,The Road to Hollywood,0.25,0.25,Comedy
5223,9208073,The Tuner,-0.3612,-0.6908,Comedy
4042,1867173,The Naked Gun 33⅓: The Final Insult,0.5719,-0.6997,Comedy
859,13273083,Dishdogz,0.5423,0.4215,Comedy
330,168929,Billy Elliot,0.765,0.4215,Comedy
1381,20010433,Nater Guru,0.7579,0.4404,Comedy
1556,26147498,The Jimmy Show,0.3818,0.6486,Comedy
138,6494145,Animal Farm,-0.6124,-0.7579,Comedy
482,618929,Ghostbusters II,0.25,0.296,Comedy
2228,787704,Arsenic and Old Lace,0.6369,0.4003,Comedy
2085,1580851,Beta,-0.4767,-0.7432,Comedy
2766,1624537,The Elusive Avengers,0.2263,0.3612,Comedy
2361,12153345,A mi madre le gustan las mujeres,-0.4118,-0.1779,Comedy
4129,4728208,After Sex,-0.8302,0.5267,Comedy
3128,8259130,What's Good for the Goose,0.34,0.34,Comedy
4490,23687920,Un Ladro in paradiso,-0.2023,-0.8361,Comedy
1862,31838471,A Good Old Fashioned Orgy,0.7003,0.4019,Comedy
273,22645043,Siberia,0.7003,0.2023,Comedy
1720,23380332,Nanny McPhee and the Big Bang,-0.5994,0.9517,Comedy
491,9104359,The Blow Out,-0.802,0.5719,Comedy
4463,4530423,Los tres mosqueteros,-0.0258,0.0516,Comedy
1691,21003194,Tales That Witness Madness,0.3818,-0.8047,Comedy
877,2042539,The District!,0.5994,0.5994,Comedy
3678,3145964,"Yours, Mine and Ours",0.5859,0.2732,Comedy
4681,10468824,Jaane Bhi Do Yaaron,0.5267,0.7906,Comedy
4292,779811,The Winner,0.3182,-0.25,Comedy
575,3736614,Viva Max!,0.4215,0.8016,Comedy
410,31046582,Love and Action in Chicago,-0.6124,0.8126,Comedy
4202,4632411,Ping Pong,0.3612,0.7506,Comedy
1623,26196521,Spook Busters,-0.4767,-0.0516,Comedy
35,17991914,Pink Collar,-0.5106,0.7906,Comedy
1538,2711663,Satan Met a Lady,-0.9248,-0.1531,Comedy
4632,14791763,My Horrible Year!,-0.4939,0.5994,Comedy
502,2303104,Herbie Goes Bananas,0.4939,-0.1779,Comedy
2687,18490185,Male Companion,0.7778,-0.25,Comedy
4635,18918743,Make Mine Mink,-0.2732,0.4588,Comedy
2175,12932687,Kolomba Sanniya,0.4767,0.4203,Comedy
4475,1024448,Fat Pizza: The Movie,-0.2263,-0.4404,Comedy
4395,11617594,La Chèvre,0.4019,0.0258,Comedy
4380,4558294,The Blues Brothers,-0.5106,-0.2263,Comedy
3494,8987889,Rocket Science,-0.25,0.4939,Comedy
1132,3417532,The Dream Machine,-0.3612,0.4588,Comedy
936,4549179,Loveless in Los Angeles,-0.7184,0.7717,Comedy
2369,3056072,Run Ronnie Run,-0.8074,0.765,Comedy
1265,1039871,Enter the Phoenix,-0.1027,0.6369,Comedy
2928,26541,Repo Man,-0.7096,-0.3818,Comedy
2941,19713997,Dog Daze,-0.1027,-0.5423,Comedy
1146,19410386,Roamin' Holiday,-0.6808,-0.2886,Comedy
3187,3754545,Wedding Campaign,-0.2023,0.3612,Comedy
4215,20688153,Astérix at the Olympic Games,0.8658,-0.7506,Comedy
4482,7566141,Stickmen,0.2023,0.8316,Comedy
4953,1346908,The Kid,-0.0493,0.5719,Comedy
4727,4289078,The Cheetah Girls 2,0.4019,0.5267,Comedy
2463,990764,The Wild Thornberrys Movie,0.2023,-0.5719,Comedy
3185,22645080,Jesus is a Palestinian,0.5209,0.1154,Comedy
1975,20541936,Hello Schoolgirl,-0.204,0.5719,Comedy
2804,5095233,John Tucker Must Die,-0.5423,-0.3612,Comedy
1438,7040349,In The Navy,0.128,0.802,Comedy
4392,1380482,Boat Trip,0.8555,-0.4215,Comedy
233,34480764,Rango,-0.4767,0.7096,Comedy
621,248760,Bambi Meets Godzilla,0.5423,0.2732,Comedy
711,2575025,Cat Soup,-0.7089,0.3612,Comedy
2871,8527362,The True Story of Eskimo Nell,-0.5106,-0.5106,Comedy
1658,44122,American Beauty,-0.4588,0.6361,Comedy
3001,5215066,The Nutty Professor,-0.5719,0.8271,Comedy
4624,76394,Tootsie,0.6486,0.6808,Comedy
3948,20284620,I theia ap' ton Chicago,-0.3818,-0.25,Comedy
4755,2098445,Thalavattam,-0.7096,0.1027,Comedy
4541,1289049,Millions,-0.5994,0.4404,Comedy
5015,11401326,Three Sappy People,-0.3612,0.8417,Comedy
752,14054342,Bye Bye Braverman,0.6705,-0.3919,Comedy
1335,18165825,Kabluey,-0.5267,0.3182,Comedy
1353,2598262,Murmur of the Heart,0.34,-0.2263,Comedy
1391,8343583,Son of Flubber,0.5267,-0.25,Comedy
3698,22791862,Ramona and Beezus,0.926,0.4019,Comedy
79,3681139,Necessary Roughness,0.4754,0.5859,Comedy
3474,1802864,According to Spencer,0.6369,0.7579,Comedy
1032,11796155,Zombie Night,-0.8481,0.3818,Comedy
385,18223823,Wonderful World,-0.3182,0.6369,Comedy
305,10095763,Great Balls of Fire!,0.25,0.5106,Comedy
3202,20695179,Barefoot Ki-bong,-0.1027,0.4588,Comedy
4036,9667576,Kadhal Sadugudu,0.2023,0.2023,Comedy
1334,365039,Six Days Seven Nights,0.7845,0.5719,Comedy
499,496640,The Barbarian Invasions,0.4939,0.6124,Comedy
2797,573469,Formula 17,0.2732,-0.0772,Comedy
3453,2489108,Lawn Dogs,-0.3612,-0.2263,Comedy
1713,16857426,Life Mein Kabhie Kabhiee,0.7096,0.5859,Comedy
1133,5131440,Halloween Is Grinch Night,-0.7783,0.4256,Comedy
3328,10893024,Able Edwards,-0.6597,0.5719,Comedy
2956,5076487,The Sisterhood of the Traveling Pants,0.8074,-0.4215,Comedy
4459,1641416,A Wild Hare,-0.1779,0.7506,Comedy
3196,5936011,Mogudu Pellam O Dongodu,0.7579,0.9949,Comedy
828,16842678,Three Girls About Town,0.7906,-0.4019,Comedy
1085,20856259,"Gaily, Gaily",-0.4215,-0.2732,Comedy
2166,331586,Crocodile Dundee,0.4019,0.7553,Comedy
1649,2643816,The Producers,0.128,0.5859,Comedy
5155,6666561,Family Plan,0.4019,-0.2732,Comedy
99,2684671,Nina's Tragedies,-0.0772,0.5106,Comedy
267,3903941,God Is Great and I'm Not,-0.5255,0.3182,Comedy
3759,2465292,Avenging Angelo,-0.8442,0.3818,Comedy
133,7998725,Comic King,0.6783,0.4939,Comedy
1431,6474370,Eat a Bowl of Tea,-0.2263,0.1406,Comedy
1933,2013364,Malibu's Most Wanted,0.3612,-0.6249,Comedy
