,movie_id,name,first_score,last_score
59,15161056,Killjoy,-0.9354,-0.296
60,21500407,You,0.0,0.0
61,3459677,Shaadi No. 1,0.6369,-0.7003
62,34420857,Kelviyum Naane Pathilum Naane,0.0,0.0
63,18369853,Soup or Sonic,-0.1531,0.3382
64,529276,Jaws: The Revenge,-0.7184,0.0
65,20631892,Sagar alias Jackie,-0.0772,0.0
66,24577134,The Healer,0.0,0.7906
67,32556450,Stress Is Three,0.0,0.6808
68,455089,Givat Halfon Eina Ona,0.0,0.0
69,23266463,"Girl, Positive",0.7024,0.0
70,35779717,Geometria,0.0,0.0
71,23299845,In the Land of the Deaf,0.0,0.4019
72,226664,About Schmidt,0.0,-0.4404
73,25113407,"Wait Until Spring, Bandini",-0.4019,-0.7506
74,27403920,Oil for the Lamps of China,0.7096,0.5994
75,2524925,The Land Before Time III: The Time of the Great Giving,-0.25,0.7845
76,657446,Liar Liar,0.0,0.0
77,1591973,"Hush… Hush, Sweet Charlotte",0.7579,0.5106
78,12383757,The Man from Monterey,0.0258,0.0258
79,4355919,Changes,0.0,0.4215
80,32163620,Gates of the Night,-0.7579,-0.6705
81,11685571,The Emperor Jones,0.5859,0.4767
82,4039635,First on the Moon,-0.5994,0.3612
83,17371197,Treed Murray,0.0,0.3612
84,1282593,The Incredibly True Adventure of Two Girls in Love,0.0,0.6369
85,7504323,More Pep,0.0,0.2382
86,7675415,Sundays and Cybelle,-0.9325,-0.8271
87,3109393,The Bloody Fists,0.3818,-0.3182
88,7580720,Rhythm,0.0,0.4215
89,457561,The Passion of Joan of Arc,0.0,0.0
90,32137084,Champion,0.9436,-0.1027
91,4072739,Frozen with Fear,-0.8074,-0.0448
92,8034072,Journey of a Woman,0.7506,0.8271
93,3470969,Day Watch,0.0,-0.2748
94,4016437,Sophie's Choice,0.7269,0.3182
95,17060199,Expired,0.0,0.8402
96,7481126,Classmates,0.0,0.0
97,9031450,Spring Bears Love,0.0,0.7783
98,1520023,Ninja Resurrection,-0.3182,0.0
99,14582951,A Game for Vultures,-0.8225,-0.5106
100,4803289,Until Death,-0.703,0.0
101,1788654,Novocaine,0.2846,-0.9001
102,25388139,Suryavamsam,0.7645,0.0
103,21735071,The Understudy,-0.3612,0.6369
104,15912738,L: Change the World,0.0,0.34
105,24589422,Maria’s Lovers,-0.802,0.6908
106,4767342,Sa Pusod ng Dagat,0.3818,0.3612
107,28177482,My Brother's Keeper,-0.7906,-0.5423
108,3662683,American Dreamz,0.0,0.0
109,35068740,Chinnavar,0.0,0.891
110,9709159,The Policeman,0.0,0.0
111,25094002,Rose by Any Other Name...,0.4767,0.7351
112,30673459,Witness Insecurity,-0.8126,0.0
113,11624345,Bandhe Haath,-0.8779,0.296
114,5786261,Three Little Bops,0.34,0.1779
115,30706685,Nothing to Declare,0.0,0.0
116,33837735,The Black Corsair,-0.8442,-0.8442
117,21132951,Aparan,-0.765,-0.7096
118,18906519,The Assassin,-0.1779,0.0516
119,30490651,Ithu Nammude Katha,0.0,0.0
120,33745750,I Am King of Joseon,-0.886,0.0
121,13542692,La gran familia,0.0,-0.0258
122,27380443,Pardon My Terror,-0.7579,-0.9403
123,473286,Anything Else,0.3818,0.3818
124,33942920,Neverland,-0.5106,0.0258
125,11388102,Old Clothes,0.3818,0.34
126,19757981,The Big Premiere,-0.6124,-0.6717
127,3644125,Each Dawn I Die,0.0,-0.9022
128,21450904,Bug Buster,-0.5423,-0.7579
129,11823946,Twelfth Night: Or What You Will,-0.0772,0.7717
130,6575053,Deepstar Six,0.2732,0.5106
131,21714981,Libido,0.0,0.4939
132,11990695,Maneater,-0.2263,0.1779
133,3649186,Una mujer sin amor,-0.7096,0.0
134,6935978,The Rounders,0.3182,0.0
135,12092931,Say it in Russian,0.6369,-0.34
136,1596505,The Million Dollar Hotel,0.4215,-0.5994
137,11901512,Bowling Balls,0.0,0.0
138,25807103,The Secret Cinema,0.0,-0.6956
139,20903293,Maha Chor,0.0,0.5719
140,27387452,The Boy Who Cried Werewolf,-0.875,0.3612
141,235406,Mother India,0.0,0.0
142,7718873,Mosquito Man,0.0,0.0
143,142423,Il Postino,0.0,0.0
144,29551629,Tradition is a Temple,0.3612,0.7269
145,5107196,Final Stab,-0.6908,-0.6992
146,30476388,Christmas in Paradise,0.128,0.0
147,30005855,Breath of Hate,-0.5346,0.5574
148,6747334,Lights of New York,0.4588,0.7783
149,2209027,Betty Blue,0.7783,-0.4404
150,14746604,"Rip, Sew and Stitch",0.0,0.8126
151,8191245,Crimes at the Dark House,-0.6249,-0.765
152,20914710,Mighty Baby,0.0,-0.2023
153,27369092,Zandy's Bride,0.4939,0.4019
154,24268011,Phir Kabhi,0.0,0.6124
155,4154028,Two Evil Eyes,0.7184,0.0
156,770277,Indochine,-0.765,0.0
157,18133264,The Crusader,-0.3182,0.4588
158,25588342,Hot Millions,-0.5106,-0.5994
159,22479768,Take A Hard Ride,0.2023,-0.5574
160,6002183,Horton Hears a Who!,0.0,0.0
161,6540216,Always Outnumbered,-0.0772,-0.0772
162,31509403,Neberte nám princeznú,-0.6705,-0.5927
163,225473,Cinderella Liberty,0.2263,0.0
164,32995532,The Pioneers,0.4588,-0.7096
165,36566804,Pietà,-0.7906,0.0
166,24073089,Folks!,0.0,0.2263
167,30405742,Plug & Pray,0.4588,0.0
168,23991052,Northern Lights,-0.0644,0.1901
169,6084851,Le gendarme se marie,0.0,-0.6336
170,2322506,Fantastic Planet,0.0,0.0
171,13495023,The Secret Man,-0.0516,0.25
172,1813912,Tell Them Willie Boy Is Here,0.1027,0.0
173,23605990,Beck – Pensionat Pärlan,0.0,0.0
174,32558509,Blind,-0.5106,0.4019
175,35030619,Carib Gold,0.4404,-0.7906
176,9138693,The Truth about Nanjing,0.3182,0.0
177,19332675,Othello,0.6808,0.7783
178,19755481,Wait Until Dark,-0.4939,0.3818
179,27368886,Enemies Among Us,0.0,-0.5423
180,5925279,Orphans Of The Storm,0.4404,0.7783
181,26499399,Agent Vinod,-0.2263,0.0
182,35764248,Yeh Jo Mohabbat Hai,0.0,0.0
183,26393786,3 saisons,0.0,-0.0516
184,27997130,Demobbed,0.1779,0.1779
185,7429667,Saved by the Bell: Wedding in Las Vegas,-0.34,0.3612
186,30866673,Billa 2,0.0,0.0
187,34501845,Luv Shuv Tey Chicken Khurana,0.25,0.7506
188,30622939,Dark and Stormy Night,0.875,0.5719
189,1373219,Darkness,0.0,-0.8225
190,2311219,Munich,0.0,0.0
191,26834911,Face the Evil,0.0,-0.296
192,20120996,Friendship,0.4939,0.6705
193,20533021,Woodpecker in the Rough,0.6124,0.0516
194,31083557,"Love, Wedding, Marriage",0.4939,0.4939
195,13448042,The Victim,0.3182,-0.0113
196,18563253,Judex,-0.6908,0.0
197,25858471,Room and Bird,-0.296,0.0
198,9916623,The Spell of the Circus,0.0,0.0
199,20753929,The Notorious Elinor Lee,0.0,-0.8201
200,6777222,"Rack, Shack, and Benny",0.0,0.0
201,26464187,Lucky Losers,-0.5267,-0.1779
202,26182742,Thanks maa,-0.5267,-0.7717
203,5733324,Easy Money,0.0,0.8779
204,8262659,Abbott and Costello Meet the Keystone Kops,0.4939,-0.6808
205,26003987,All That I Love,0.34,-0.1779
206,6285350,Klamek ji bo Beko,-0.6249,-0.7783
207,4995581,Mildred Pierce,0.3182,0.0
208,20805584,Shifty,0.2144,0.8591
209,2257358,Great Expectations,0.0,-0.3818
210,11074454,Diaboliquement vôtre,-0.7579,-0.5256
211,12113134,Aasha,-0.128,0.296
212,5239234,Aces: Iron Eagle III,-0.2023,0.4939
213,18066729,Poppoya,-0.8126,0.4588
214,6593182,Land of the Lost,-0.7906,0.0
215,3257958,The Santa Clause 3: The Escape Clause,0.0,0.9163
216,4716139,Bharathi Kannamma,0.5574,-0.7096
217,22480532,Tigger and Pooh and A Musical Too,0.9081,0.3919
218,9294,The Evil Dead,-0.3182,-0.4019
219,32803232,Parc,0.8271,0.0
220,3389457,Postmortem,0.0,-0.8625
221,8511975,The Brotherhood III: Young Demons,0.0,0.4215
222,24840023,Rebellion,-0.4404,-0.5859
223,1330432,Mighty Aphrodite,0.0,0.0
224,518117,Mughal-e-Azam,0.3182,0.0
225,19389615,Fish Hooky,0.34,0.068
226,14359457,"Jacob, the Liar",-0.4215,-0.7469
227,6270685,Tiptoes,0.9042,0.0
228,11250635,The Mechanical Monsters,0.0,0.4767
229,6752415,ANG PAMANA,-0.7579,0.0
230,6369452,That Old Feeling,0.0,-0.34
231,5283066,King of the Ants,-0.4215,-0.4215
232,13259610,Shinsengumi,-0.2732,-0.296
233,4199982,Suddenly Naked,-0.5719,0.8122
234,14570672,The Dawning,0.0,0.3535
235,25098041,Protector,0.0,-0.6124
236,1424603,Lookwell,0.6597,0.0
237,19703899,For the Record,0.3818,0.2732
238,12786966,The Woman on the Beach,-0.8176,0.0
239,3523090,Le Beau Serge,0.0,-0.7269
240,20887118,Battlestar Galactica: The Plan,-0.5719,-0.296
241,3723154,Storm Rider,-0.4404,0.0
242,2274938,Friday the 13th Part 2,-0.936,-0.6369
243,14983036,The Surprise of a Knight,0.4404,-0.2732
244,3147170,Noises Off...,-0.2023,-0.5719
245,7529479,Virumbugiren,-0.5859,0.891
246,29049575,Ghetto Stories: The Movie,-0.7003,-0.34
247,8665259,The Man Who Quit Smoking,0.5719,-0.5423
248,31844153,Three Brave Men,0.1531,0.9001
249,9734319,Anantha Poongathe,0.0,0.4588
250,10016740,Mela,0.0,0.0
251,28983795,Black Tulip,0.0,0.0
252,22829,Orgy of the Dead,-0.296,0.4767
253,9141521,Outpost,-0.6597,-0.3182
254,12333653,An Eye for an Eye,0.3818,0.0
255,34506820,El Fin,-0.8689,0.4019
256,11627124,Takkari,-0.092,0.3182
257,1307956,Stage Beauty,0.0,0.6249
258,34410222,The Gun,0.0,0.0
259,6009073,Northern Lights,-0.7096,0.0
260,3177319,A Chump at Oxford,0.0,0.5106
261,22457596,American Pie Presents: The Book of Love,0.6249,-0.296
262,27972540,Gurushetram - 24 Hours of Anger,-0.5719,0.7096
263,2906378,Le Magnifique,0.4497,0.4767
264,1871096,Bad Boys,0.0,-0.8807
265,16898363,Fata Morgana,0.0,-0.4404
266,35295429,Thappana,-0.5106,-0.8271
267,33743642,Afghan Luke,0.3484,0.0
268,17938594,La ragazza di via Condotti,-0.5423,0.0
269,797330,Strange Brew,0.4588,0.0
270,26816029,Digimon Savers: Ultimate Power! Activate Burst Mode!!,0.0,-0.1779
271,34171890,The Dead Don't Die,-0.8481,0.0
272,8094606,The Assault,-0.891,-0.3818
273,3098782,Strictly Business,0.9022,-0.4019
274,8418734,Killer Tomatoes Eat France,-0.4588,0.2023
275,7171361,Jacknife,-0.91,0.0
276,8956466,El Amateur,0.34,0.6369
277,7977406,Dirty Work,-0.4939,0.0
278,16179846,Sadhanai,0.7351,-0.5423
279,19203309,Ring of Spies,0.5719,-0.5859
280,17063416,Dar alanda kısa paslaşmalar,0.0,0.9274
281,15052685,Charlie Chan in Paris,0.4767,0.7351
282,17991914,Pink Collar,-0.5106,0.7906
283,32136365,The Last Witness,-0.5423,0.0
284,21716330,Makante achan,0.0,-0.4019
285,3192223,Canary Row,0.0,-0.3818
286,6838347,Retenez Moi...Ou Je Fais Un Malheur,0.4939,-0.0525
287,33431914,180,-0.6597,0.3612
288,61494,Naughty Marietta,0.4939,0.6486
289,3875037,State of Dogs,0.5267,0.5267
290,203413,The Lizzie McGuire Movie,-0.4588,0.0
291,5981203,"I Love You, I Love You Not",0.0,-0.3612
292,30097713,Undercover Christmas,-0.5859,0.6369
293,28822507,For the Love of Ada,0.891,0.891
294,8204853,Big Nothing,-0.9287,-0.4404
295,4179195,Overnight,0.0,0.709
296,204774,Farewell My Concubine,0.2732,0.9201
297,17049621,The Andromeda Strain,-0.4019,0.5574
298,8423977,Apna Sapna Money Money,-0.4767,0.9336
299,6014959,Anari,0.8591,0.6249
300,35002799,Ashlaa,-0.5106,0.0
301,26283768,St. Benny the Dip,0.1779,0.25
302,4268056,I Am David,-0.5267,0.7184
303,15842654,His First Flame,0.8625,-0.6369
304,5719024,The War Wagon,-0.4588,0.0
305,25480074,Fine Things,0.7089,0.3818
306,9916970,The Mouthpiece,0.5719,0.0
307,265033,Space Jam,-0.4404,0.0
308,11102452,Baby Butch,-0.4404,-0.8126
309,14711494,Ceiling Zero,-0.7003,0.0
310,2155517,Wild Cactus,0.0,0.0
311,34638152,Sivandha Mann,0.0772,0.5423
312,8764467,The In-Laws,0.0,-0.743
313,28756896,Sughamo devi,0.2263,0.7269
314,17643352,Phir Teri Kahani Yaad Aayee,0.0,-0.743
315,6004920,Gharshana,0.0,0.0
316,305909,Zoolander,-0.1901,0.0
317,11236428,Malicious Pleasure,0.6249,0.3818
318,1324717,The One Who My Heart Longs For,0.6682,0.0
319,106352,Atlantic City,0.4019,0.4404
320,26004682,Living in A Perfect World,0.0,0.0
321,19389514,A Lad an' a Lamp,0.7506,0.1531
322,24228496,SpongeBob's Truth or Square,-0.34,0.0
323,21447744,Bloody Spear at Mount Fuji,0.0,0.0
324,24277283,The Burning Season,0.0,0.0
325,11293276,Madurai Veeran,0.5574,0.7717
326,16673820,Gym Teacher: The Movie,0.3818,-0.7783
327,25335991,Peepli Live,-0.8271,-0.3182
328,5159732,Bas Itna Sa Khwaab Hai,0.0,0.1531
329,917524,I Am Curious (Yellow),0.8779,0.0
330,16150645,Winter Cicada,-0.7096,-0.0258
331,33567266,London Paris New York,0.5859,0.0
332,3182458,Tales of Manhattan,0.0,0.0
333,14901197,Daisy Town,0.1779,0.0
334,474750,Batman: Mystery of the Batwoman,0.5719,0.0
335,32777283,Dust in the Sun,-0.6597,-0.891
336,6002416,Parakh,0.4588,0.6369
337,3322205,Dil Hai Ke Manta Nahin,0.5574,0.6115
338,3006994,Humdrum,0.0,0.0
339,9537791,Decoys 2: Alien Seduction,0.5984,0.0
340,23910715,The Admiral Was a Lady,-0.5994,0.0
341,45772,Rocky,0.0,0.3553
342,7537280,High Road to China,0.0,-0.0516
343,600008,Steel Magnolias,0.8225,0.0
344,15428140,La Vérité si je mens!,-0.34,0.0
345,7671792,Bring Me the Head of Charlie Brown,0.4019,0.0
346,5983605,"No sos vos, soy yo",0.5106,0.0
347,7548602,The Robe,0.0,0.25
348,33614310,Rakkuyilin Ragasadassil,0.4404,0.5423
349,30439611,Moss,0.0,-0.5267
350,14935392,Next Day Air,-0.8621,0.0
351,26561332,Merupu Daadi,0.296,-0.4939
352,5672605,Su Excelencia,-0.296,0.4019
353,19078967,Tolerantia,0.5574,0.431
354,5657238,Maayavi,0.0,0.7964
355,35019319,Bhagavad Gita,0.0,0.0
356,29549727,Qaidi,0.6808,0.0
357,25958067,Break Ke Baad,0.4767,0.3612
358,3709021,"Follow Me, Boys!",0.4019,0.0
359,4734122,Tzameti,-0.1027,-0.296
360,17193728,Dangerous Moonlight,0.4588,-0.3412
361,785488,The Singing Ringing Tree,-0.5789,0.6369
362,11493672,Le dernier homme,-0.8316,-0.8316
363,30714098,The Cold Light of Day,0.2959,0.0
364,6215073,Appleseed,-0.5994,0.0772
365,21099183,The Good Witch's Garden,0.0516,0.0
366,484102,Malèna,-0.8316,0.0
367,4415958,Little Secrets,0.8074,0.5106
368,9307052,Bhool Bhulaiyaa,-0.6597,0.875
369,17489502,Newtonin 3-m Vidhi,-0.6597,-0.4883
370,101523,Jay and Silent Bob Strike Back,-0.6908,0.5574
371,25223887,StreetDance 3D,0.0,0.0
372,12152908,The Rocker,0.0,-0.34
373,14060163,Farewell to the Duman River,0.6124,0.6124
374,1697309,Odd Girl Out,0.5106,-0.4019
375,10014126,Samson and Delilah,0.7003,-0.4215
376,25489908,Some Kind of a Nut,0.0,0.3182
377,20627774,"He Ain't Heavy, He's My Father",0.7351,0.1027
378,35316287,Here Comes the Boom,-0.6597,0.296
379,14840073,Kiss Kiss,0.0,0.4795
380,10395114,Tonight Is Ours,0.0,0.0
381,6788669,A Big Hand for the Little Lady,0.5267,0.3291
382,23805662,Love and War,0.0,0.6369
383,32715601,The Forbidden Team,0.0,0.7184
384,12494128,What Price Glory,0.4767,-0.296
385,9214302,Martín,-0.8402,0.2516
386,35131808,How to Eat Like a Child,0.0,-0.1513
387,17758086,Crazy on the Outside,-0.5106,-0.3291
388,31805047,Cry Macho,-0.4588,-0.4588
389,1862086,Paheli,0.0,0.0
390,42861,Chang,0.0,0.0
391,23057797,Adultery Diary: One More Time While I'm Still Wet,0.1531,0.0
392,6902699,Pennies from Heaven,-0.1027,0.0263
393,5965800,Centurians of Rome,-0.7003,0.296
394,3410910,Night After Night,0.5574,0.0
395,8454631,China Moon,-0.6908,-0.5423
396,35030681,Sidecar Racers,0.0,0.7906
397,6551508,The Monster Maker,-0.2263,0.0
398,4707517,Page 3,0.0,0.0
399,21674541,La Florida,0.0,-0.296
400,2870583,Sun Alley,0.1779,0.0
401,22541211,Manmadhan,-0.7783,-0.0772
402,8955193,Antigua vida mía,-0.6386,0.8126
403,23268277,Dislecksia: The Movie,0.1779,0.8126
404,19896950,April Showers,0.0,0.0
405,26340503,Naked Massacre,-0.6808,-0.6808
406,4372744,The Voyager,0.4939,0.0
407,1261355,The King of Kings,0.3182,0.0
408,12599417,Mrigayaa,0.0,0.0
409,7192710,Manthri gari Viyyankudu,0.5574,0.6908
410,24355979,Warlords of the 21st Century,0.0,0.1027
411,1376896,Out Cold,0.5106,0.0
412,11419319,Scat Cats,0.0,0.0
413,21682038,Veer,0.872,0.1531
414,33383946,Kalakalappu,-0.34,0.0
415,161450,The Man with the Golden Arm,-0.5106,0.0
416,23566477,Thank You Mask Man,-0.2732,0.0
417,31832848,Mama Loves Papa,0.0,0.25
418,4370892,House,-0.7717,0.128
419,22834804,Never Say Never Mind: The Swedish Bikini Team,0.3612,0.0
420,19282000,Wishbone's Dog Days of the West,0.4019,0.7506
421,34985021,Anomalías eléctricas,-0.2732,-0.2732
422,1595987,The Pentagon Wars,-0.4404,0.0772
423,23899512,Fiffty Fiffty,0.3612,0.7752
424,3036635,Lost & Found,0.6369,0.8074
425,24898518,Chanakya,-0.4215,-0.6597
426,34431042,The Violin,0.0,0.8431
427,5549799,My Life,0.34,0.0
428,228355,The Naked Gun: From the Files of Police Squad!,-0.4404,0.128
429,8773488,Remote,0.0,0.9442
430,645071,The Kingdom,0.2732,-0.4588
431,11192132,Who Is Running?,0.4019,-0.7096
432,13005847,I Witness,0.2023,-0.9688
433,18520285,Miss Conception,-0.296,0.5719
434,1740764,Envy,0.8074,0.0
435,35586499,Nasibo,-0.4767,0.0
436,26350638,Dersimiz: Atatürk,0.0,-0.5378
437,32496356,Dost,-0.4767,-0.4215
438,3790121,Unprecedented: The 2000 Presidential Election,0.0,0.5267
439,33059077,Sunny,0.2023,0.7003
440,1266819,Aliens of the Deep,0.296,0.0
441,3615688,Bordertown,0.8519,0.0
442,31677943,Coney Island,0.6908,0.0
443,33329567,Leghorn Swoggled,0.5106,0.0
444,3564596,She's On Duty,-0.2023,0.4215
445,25576998,This Time Around,0.2944,0.34
446,10552882,Tubby the Tuba,0.0,0.6249
447,23945123,Little Miss Millions,-0.3522,-0.6652
448,23438736,Easy A,0.6808,0.0
449,12576808,Futurama: The Wild Green Yonder,-0.5574,0.3612
450,3067907,Mapado,0.5267,-0.5994
451,1906889,Threesome,-0.1027,0.6407
452,35014366,La Résidence Ylang Ylang,0.0,0.0
453,32426830,Paying the Piper,0.5719,0.25
454,28305369,The Price of a Song,0.0129,0.0107
455,9013693,A Big Bang Love: Juvenile,0.0,-0.5574
456,24320501,A Modern Hero,-0.0516,0.4215
457,22632836,The Eternal Empire,-0.3612,-0.3612
458,20671625,By Hook or by Crook,0.5423,-0.5719
459,7463316,Thrashin',0.8519,0.802
460,7443928,Doing Time on Maple Drive,0.0,-0.1655
461,24446273,Bandhana,0.8402,0.0
462,32907230,The Lure of the Bush,0.0,-0.3818
463,35978509,Curse of the Talisman,-0.34,0.0
464,26358395,Endangered Species,-0.9136,0.0
465,20645464,Mil Mascaras Resurrection,0.0,-0.6908
466,9963622,I Come in Peace,-0.7184,0.0
467,5894429,Closing the Ring,-0.7506,0.5574
468,19730179,Me and Dad's New Wife,-0.1027,0.34
469,26906212,Descendant,0.0,-0.5719
470,1343628,Don't Move,-0.8481,0.8519
471,26015681,Troublesome Night 3,0.0,-0.7964
472,6639909,Idhaya Thirudan,-0.0772,0.6808
473,30627321,Gor,-0.7184,-0.1708
474,32643768,Man in Blues,0.7269,0.8484
475,5846938,Super,0.0,-0.6908
476,3138227,Poor Cow,0.0772,0.6369
477,5697632,Hurricane Streets,0.1779,-0.6705
478,15205867,Khalass,-0.4939,-0.9604
479,15508824,Cruel Winter Blues,0.0,-0.7096
480,2210286,Whistle Stop,0.0,0.5574
481,27160764,Dubai,-0.6249,-0.9524
482,8113966,The Wedding,0.0,0.0
483,617769,Rasen,0.4939,0.0
484,14445660,Epitaph,0.0,-0.8126
485,2259030,Tarzan the Ape Man,0.0,0.7506
486,11937252,Marine A Go Go,0.6784,-0.5423
487,2769852,S.F.W.,0.4939,0.7351
488,4400405,Union Pacific,0.8338,0.0
489,8294126,Singapore Dreaming,0.0,0.0
490,3177439,Atoll K,0.3612,0.2023
491,7906,Destry Rides Again,-0.7906,-0.2023
492,11842746,Ladies They Talk About,-0.128,-0.9313
493,8896753,Case 39,0.1531,0.0
494,27923824,Paranormal Activity 2,0.0,0.0
495,11850569,Kirikou and the Wild Beasts,0.2263,0.0
496,5787450,Motives,0.4522,-0.0258
497,1461417,One-Way Ticket to Mombasa,-0.128,0.8922
498,14143644,The Secret Code,-0.5574,0.5859
499,9495654,Parzania,0.128,-0.7506
500,31140821,Ambuli,-0.2023,0.0
501,5760640,Rendu,0.296,0.4215
502,5937788,Naa Alludu,-0.743,-0.4767
503,32826498,The Yellow Rose of Texas,0.0,-0.6808
504,35012794,Ko Bongisa Mutu,-0.4215,0.2732
505,30413149,Go Go 70s,-0.5719,-0.9749
506,2344137,Armitage III,-0.3612,0.0
507,4971555,Dasavatharam,-0.5719,0.6249
508,17722134,Starship Invasions,0.4019,-0.3818
509,5120572,Savages,-0.5267,-0.296
510,26131380,Two O'Clock Courage,-0.4404,-0.4404
511,34540617,A Smile as Big as the Moon,0.6597,0.3612
512,12414587,Camp Rock,0.4215,0.0
513,25540872,The Light,0.0,0.0
514,10031038,Departamento compartido,0.0,0.2732
515,16047605,The Story of Temple Drake,-0.8591,0.0
516,2116356,The House on 92nd Street,0.0,0.4215
517,15060240,Barbie Mariposa,-0.0772,0.6369
518,4288473,Bicentennial Man,0.0,-0.5994
519,21600231,Daffy Dilly,0.4215,0.0
520,1141596,Henry: Portrait Of A Serial Killer,-0.8271,0.3612
521,24972992,The Flying Scissors,0.7096,0.5719
522,28226679,Bowery to Bagdad,0.0,0.8396
523,171545,The Apostle,0.0,0.0
524,14136794,Bombay To Bangkok,-0.7351,0.34
525,23128400,Written By,-0.2263,0.4939
526,3912910,Feast,-0.1027,-0.6124
527,3681139,Necessary Roughness,0.4754,0.5859
528,2762659,No Good Deed,0.3612,-0.34
529,451791,Aimée & Jaguar,-0.4019,0.6369
530,26364509,The Devil's Hand,0.765,0.7351
531,24732529,Upside Down,0.0,0.0
532,21388424,Brewster's Millions,-0.2732,0.8625
533,445895,Escape to Witch Mountain,0.0,-0.3612
534,32038154,Kadhayile Nayika,0.0,0.0
535,456959,Wishmaster,0.4019,0.3612
536,4140604,Amandla! A Revolution in Four Part Harmony,-0.1027,0.0
537,15127637,Stowaway,0.0,0.1779
538,28148325,Mort & Phil. Mission: Save Earth,-0.7964,0.5927
539,24583533,Kallarali Hoovagi,0.0,-0.2732
540,8302915,Bleed,0.0,0.4767
541,129246,The Last Emperor,-0.9501,-0.5267
542,9119884,As Seen Through a Telescope,0.0,-0.3612
543,859241,Landru,-0.25,0.6124
544,22225850,Pop Rocks,0.0,0.7003
545,29460177,Eldorado,0.0,0.1531
546,35281447,Jallikattu Kaalai,0.0,-0.9062
547,1226363,Beauty and the Beast,0.5994,0.0
548,12248294,"Que la barque se brise, que la jonque s'entrouvre",0.3612,0.3612
549,17957459,Trick Or Treats,-0.4019,-0.4019
550,26226313,Ice Twisters,0.0,-0.4767
551,23790789,Forbidden Nights,0.6369,-0.0644
552,26695384,Praja,0.1779,-0.2023
553,2295200,A Ticket to Tomahawk,0.0258,0.296
554,1475914,Flower & Garnet,0.4588,-0.25
555,9693961,Saturday the 14th,0.0,0.3182
556,29029252,Tansy,0.0,0.3182
557,32874019,The Intruders,-0.2023,0.0
558,11076103,Love and Suicide,-0.7506,-0.0772
559,5416532,Dr. Akagi,-0.5994,0.0
560,19773644,Waldo's Last Stand,0.6369,0.4939
561,1364238,If I Were King,-0.3182,0.0
562,4705518,The Phantom Tollbooth,-0.6808,-0.1779
