,movie_id,name,first_score,last_score,genre
2241,32841570,New Mexico,0.4767,0.1027,Action
2657,268833,GoldenEye,-0.6124,0.2732,Action
1717,4619034,New Fist of Fury,0.1779,-0.3818,Action
837,11137864,Vanishing Point,-0.5994,0.4939,Action
1222,33308146,War Games: At the End of the Day,0.7351,-0.8591,Action
1613,8459375,One Armed Boxer,0.743,-0.7845,Action
66,23681959,Ignition,-0.296,-0.296,Action
2286,2384098,American Shaolin,-0.34,0.4019,Action
2820,30830552,Fist Power,0.34,-0.4767,Action
924,18631215,What Waits Below,0.4019,-0.5267,Action
525,193847,"Heaven Knows, Mr. Allison",-0.2263,0.3612,Action
2540,4232773,The Mechanik,0.4019,0.7096,Action
426,35432986,Top Cat,0.2023,0.8934,Action
909,2508308,Romeo Is Bleeding,0.8591,0.3919,Action
769,10135564,Out of the Darkness,-0.3818,-0.6597,Action
587,14854661,Aashiq,0.8807,0.0258,Action
3214,1901270,Dirigible,0.5859,0.7864,Action
450,10639879,Martial Club,-0.8689,-0.6059,Action
1154,6335418,Harsh Times,-0.8225,0.3182,Action
1109,6339198,Hot Boyz,0.9169,0.8402,Action
2541,15958674,The Amateur,-0.7351,-0.7783,Action
2759,36166703,A Gnome Named Gnorm,0.8674,-0.296,Action
3117,9034031,Hathkadi,0.5106,0.8074,Action
1005,1341543,Dolemite,-0.5106,-0.6705,Action
2913,22180695,Fair Game,0.2263,-0.3612,Action
1953,8009696,"Fort Apache, The Bronx",-0.3182,-0.7506,Action
349,20913539,Pacquiao: The Movie,-0.0258,0.4588,Action
1488,32372785,Runaway,-0.7351,-0.7351,Action
355,10626143,My Young Auntie,0.25,0.5106,Action
3191,36040597,Bitter Harvest,-0.1027,-0.5994,Action
3020,10160111,Bullseye!,0.5423,0.6124,Action
2161,24054967,Karnan,-0.1372,0.8957,Action
251,35826458,Penitentiary 2,0.4767,-0.8885,Action
1115,1421977,Shaft's Big Score,-0.9248,-0.1027,Action
465,17738146,Kiss Toledo Goodbye,-0.8271,-0.1513,Action
3096,2124810,Dus,-0.6808,-0.4497,Action
2694,10934134,Blazing Temple,-0.5574,0.1027,Action
1191,27997159,Land Raiders,-0.8176,-0.2952,Action
2851,27380224,Yuma,-0.7159,-0.7159,Action
139,10619329,Zameer,0.4767,0.5267,Action
2835,6180798,The Silencers,0.9337,-0.9186,Action
2084,23086136,Men in War,-0.5574,-0.5106,Action
628,81503,Indiana Jones and the Temple of Doom,-0.4588,-0.296,Action
401,20520879,Shootfighter: Fight to the Death,-0.8979,0.4939,Action
2192,4662487,Thirupathi,0.6808,-0.7184,Action
1757,2323936,Prison on Fire,-0.7184,-0.6597,Action
519,11076424,First Sunday,0.4215,0.296,Action
2192,4662487,Thirupathi,0.6808,-0.7184,Action
1584,29472242,Naaraaz,0.8834,0.8834,Action
620,1493527,Timecop,0.4588,0.7783,Action
1785,4271952,Rob-B-Hood,-0.5106,0.7964,Action
1247,6268880,On Her Majesty's Secret Service,-0.6369,0.128,Action
2624,54166,Indiana Jones and the Raiders of the Lost Ark,0.4404,0.2023,Action
602,25091705,Phool Aur Angaar,-0.9186,-0.9186,Action
1203,33406568,Mar Mitenge,0.5267,0.5267,Action
2327,6446062,Moonraker,0.4215,0.1779,Action
1610,33395642,Ek Aur Sikander,0.3182,0.3182,Action
352,31486572,Sahi Dhandhe Galat Bande,0.7184,-0.8805,Action
856,20320460,Black Dynamite,-0.2732,0.6249,Action
1829,826441,Death Wish II,-0.296,-0.6115,Action
2887,872386,Papillon,-0.872,-0.743,Action
295,19473036,The Minion,-0.5423,0.296,Action
2889,11369741,Last Stand at Saber River,-0.7506,0.3612,Action
1176,15804268,Final Approach,-0.6597,0.6249,Action
209,26640372,Heritage of the Desert,-0.1531,0.0772,Action
734,1039871,Enter the Phoenix,-0.1027,0.6369,Action
422,3826817,Far Cry,0.4019,0.1779,Action
1292,26244363,Palletoori Pilla,0.5994,-0.3182,Action
849,9678161,Maanbumigu Maanavan,0.4939,-0.6908,Action
1496,12685218,Lightning Jack,-0.6013,0.4215,Action
629,28190294,Aakrosh,0.2263,-0.0516,Action
1781,14487819,La Menace,0.5859,-0.5994,Action
2657,268833,GoldenEye,-0.6124,0.2732,Action
2366,949958,Come Drink with Me,0.5106,-0.4767,Action
2683,28138971,Back to God's Country,-0.9136,-0.8271,Action
648,16647548,Fixed Bayonets!,-0.5994,-0.4404,Action
1000,20986970,Petey Wheatstraw,-0.5574,-0.5267,Action
704,17657295,Macon County Line,0.3612,-0.9862,Action
3248,20402406,Season of the Witch,-0.296,0.4939,Action
144,4046725,Nowhere to Run,0.5106,0.3818,Action
238,1252259,Godzilla Against Mechagodzilla,-0.4767,0.5106,Action
2073,22453313,K-20: Legend of the Mask,-0.5994,0.128,Action
3043,19440655,Pentathlon,0.1531,-0.9381,Action
1013,23934845,Ride Ranger Ride,0.5994,0.9022,Action
1029,234731,Virtuosity,-0.9432,-0.3182,Action
1634,30177188,Thenmerku Paruvakaatru,0.5994,-0.8338,Action
2391,2435343,Five Deadly Venoms,-0.1779,0.8074,Action
2504,27766591,Ride or Die,-0.296,0.4201,Action
1400,10404856,Le Professionnel,-0.6908,-0.5574,Action
1479,13832721,Blinded,-0.2944,-0.6124,Action
1104,602965,Sky Captain and the World of Tomorrow,0.3134,0.3182,Action
247,103088,Dead Men Don't Wear Plaid,-0.7184,0.6124,Action
709,29139393,Tower Heist,-0.1531,0.6808,Action
614,14299622,The Chase,-0.7783,-0.25,Action
2697,19524834,The Liquidator,-0.6486,0.4019,Action
481,32088645,Baazi,0.6597,0.6597,Action
1016,30859078,Dragon Ball Z: Bio-Broly,-0.296,-0.3612,Action
2852,16702881,King,-0.128,-0.0516,Action
2534,61484,The Lives of a Bengal Lancer,0.4019,-0.7783,Action
428,6632229,Submarine command,-0.9325,-0.6808,Action
680,10812453,Monsters vs. Aliens,-0.25,-0.7351,Action
2852,16702881,King,-0.128,-0.0516,Action
2209,21615815,Shark Swarm,-0.4215,-0.1531,Action
485,8283351,King of the Carnival,0.2023,-0.4767,Action
1537,30045070,Catch Me If You Can,-0.7351,-0.7351,Action
1424,1241944,Yu-Gi-Oh! The Movie: Pyramid of Light,-0.93,0.6705,Action
1277,11921392,Enter the Fat Dragon,-0.3071,-0.3182,Action
513,34809799,The Last Mercenary,-0.6249,0.4939,Action
2743,1179213,The Enforcer,-0.6705,-0.1027,Action
1383,485540,Mortal Kombat: Annihilation,-0.6597,0.7717,Action
559,24166800,Northville Cemetery Massacre,-0.7174,-0.7174,Action
893,27617747,"The 3,000 Mile Chase",0.2023,-0.4574,Action
570,8279688,King of the Rocket Men,0.6249,-0.7778,Action
1150,32079759,Blue,0.2023,0.0772,Action
1553,934524,Taegukgi,-0.7579,0.5859,Action
2846,3859075,Rescue Dawn,-0.34,0.7184,Action
2707,619688,Thriller: A Cruel Picture,-0.7351,-0.743,Action
1262,8677111,In China They Eat Dogs,-0.7717,-0.34,Action
1377,19271127,The Gift,-0.2023,0.5023,Action
394,2421561,Firewall,0.5994,0.8979,Action
1836,5867902,Mercury Man,0.9136,-0.128,Action
1069,34985252,Derelict,-0.5574,0.4767,Action
506,7659272,Anti-hero,0.3182,-0.34,Action
847,24168980,Vampire Girl vs. Frankenstein Girl,0.25,0.25,Action
3180,9231313,Desperate Journey,0.296,-0.4767,Action
919,9990409,"Hi, Dharma",-0.5423,0.5106,Action
2652,5776856,Mysterious Island,-0.7579,-0.4939,Action
2548,1348590,The Protector,-0.4939,0.1779,Action
96,10956510,Saugandh,0.4019,0.631,Action
475,27919005,Venghai,0.5256,0.6908,Action
1012,10906825,Specter,0.3818,-0.765,Action
733,19248783,Castle Keep,-0.3818,0.3182,Action
2633,24458416,Dollman,-0.5719,0.7506,Action
531,963301,Joe Dirt,-0.34,-0.743,Action
1308,24301630,Pirates of the Great Salt Lake,0.6249,0.5106,Action
2179,14727566,The Big Doll House,-0.8885,-0.7717,Action
2926,1173571,The Warriors,0.4754,-0.2263,Action
2672,11202796,Abuja Connection,0.128,0.5719,Action
113,22336327,Mercy Streets,-0.128,0.8126,Action
284,8118414,Zorro Rides Again,-0.5574,-0.4404,Action
1107,19760679,Death Racers,-0.2732,-0.5574,Action
894,23937456,The Way of War,-0.7506,0.4939,Action
1145,7032286,Jedara Bale,0.25,-0.3818,Action
3067,993867,By Dawn's Early Light,-0.4939,-0.3182,Action
2553,6693390,Captains of the Clouds,-0.5994,-0.4404,Action
1895,27195082,Force: Five,0.2023,0.7056,Action
1513,9530831,The Minx,0.3612,0.2263,Action
3167,13259400,Cutaway,-0.4215,-0.128,Action
1576,22885135,Blood Reign: Curse of the Yoma,-0.9337,-0.296,Action
1849,11663591,The Contractor,0.25,0.5859,Action
2467,13578694,Marte Dam Tak,0.1027,-0.8442,Action
28,23899512,Fiffty Fiffty,0.3612,0.7752,Action
3051,13273588,Yellowstone,-0.7003,-0.7003,Action
1324,900231,Team America: World Police,-0.7184,-0.7579,Action
1681,5955514,Fled,-0.9201,0.0772,Action
2943,6406551,Johnny Was,-0.6486,0.8481,Action
1300,12673434,Thor,-0.5859,0.3612,Action
2341,3153023,Beverly Hills Ninja,-0.2023,0.0516,Action
2817,1979808,Tekken: The Motion Picture,-0.8225,-0.5187,Action
917,12790367,Vexille,0.3167,0.1779,Action
2931,8527820,Flight of Fury,-0.6705,-0.34,Action
2083,7244806,Jade Warrior,0.7351,-0.128,Action
3173,8060080,Malone,-0.2263,-0.7506,Action
1296,2558669,The Memory of a Killer,-0.7964,-0.4767,Action
69,33108388,Himmatwala,-0.6908,0.4404,Action
505,5895363,Little Nikita,0.743,-0.25,Action
217,26693031,Sound of Boot,0.4019,-0.628,Action
1128,8756666,Arabian Nights,-0.2732,0.9253,Action
2944,20568124,Paiyya,0.4019,0.5994,Action
2937,12098561,Busting,0.5719,0.5719,Action
2561,11407333,Combat Shock,-0.296,-0.6369,Action
2162,4697464,Mad Dog Time,-0.5719,0.5574,Action
2438,20904334,Heeralaal Pannalaal,0.7003,0.7264,Action
1281,4185779,Blue Spring,-0.5574,-0.743,Action
2727,16669958,This is Not a Test,-0.6124,-0.836,Action
1414,8295055,Death Train,0.3818,-0.4939,Action
2944,20568124,Paiyya,0.4019,0.5994,Action
3062,27216746,Machine Gun Preacher,-0.4588,0.6908,Action
2435,4163034,Maximum Risk,0.4215,-0.3506,Action
493,30636427,Roop Ki Rani Choron Ka Raja,-0.5423,-0.6597,Action
2576,4130836,Mo' Money,0.7351,0.128,Action
582,12085775,Eastern Condors,0.2023,0.0258,Action
3163,142049,Minority Report,-0.2716,0.802,Action
1959,24929092,Boogie,0.4215,0.6369,Action
108,11545267,Megiddo: The Omega Code 2,0.2732,0.743,Action
315,2293553,Submerged,-0.8779,-0.3182,Action
76,8737659,Speed Racer,0.6369,0.7579,Action
758,29397587,Olympiyan Anthony Adam,-0.9531,-0.4404,Action
2961,18287712,Beer for My Horses,0.8074,0.0516,Action
2185,7576612,Dragon Fighter,-0.4939,-0.7717,Action
1645,19526757,The Siege of Firebase Gloria,-0.5574,-0.3182,Action
1802,8734067,Last Hour,-0.4588,0.2023,Action
2487,9782726,The Octagon,-0.743,-0.4404,Action
1156,5991505,The Shadow,-0.2732,-0.6808,Action
2760,7679820,Andhrudu,0.5106,0.5719,Action
1717,4619034,New Fist of Fury,0.1779,-0.3818,Action
160,33685378,S.A.S. à San Salvador,-0.1027,0.4019,Action
1961,314406,Bring Me the Head of Alfredo Garcia,0.0516,-0.1901,Action
2039,1071647,Something Wild,0.7003,-0.5994,Action
865,5148040,InuYasha the Movie: Affections Touching Across Time,-0.0772,0.3612,Action
1420,2610735,Highlander: Vengeance,0.25,-0.7096,Action
1513,9530831,The Minx,0.3612,0.2263,Action
3197,2202963,Passenger 57,-0.6908,0.9001,Action
2024,26015028,Oru Mukham Pala Mukham,-0.872,0.7003,Action
3069,4223800,"10,000 BC",-0.6597,0.2675,Action
2944,20568124,Paiyya,0.4019,0.5994,Action
1301,28344566,How Sleep the Brave,-0.3818,0.0387,Action
2263,12466332,A Prayer for the Dying,-0.4939,0.5423,Action
348,9120736,Heaven's Fire,0.3612,0.34,Action
2025,29790167,Mercenaries,-0.5994,-0.4019,Action
3029,21629628,Chandiya,-0.8074,-0.5574,Action
2708,8558285,Path of Destruction,-0.4019,0.7762,Action
1325,1068888,Dead Zone,-0.8271,0.0258,Action
2529,25446095,Manchi Donga,0.4215,0.7845,Action
459,3036370,Shadow Man,-0.4767,0.656,Action
1790,3701117,Foolproof,-0.128,-0.7096,Action
3052,4451206,The Hillz,0.7003,-0.7783,Action
1588,23491875,Samurai Princess,-0.2023,0.5859,Action
238,1252259,Godzilla Against Mechagodzilla,-0.4767,0.5106,Action
1572,15290838,Fatal Move,0.5719,-0.7096,Action
2984,6456038,Elvis Has Left the Building,0.5423,0.4215,Action
1131,27150590,Thanthram,0.4767,-0.3612,Action
2462,25849164,Thuruppu Gulan,0.4767,0.4019,Action
1328,3458487,Demolition University,0.1779,-0.5106,Action
301,770098,Steamboy,0.4215,-0.2732,Action
740,20751303,Murattu Kaalai,0.6369,0.3919,Action
3232,29294207,The Sitter,-0.4767,0.3612,Action
1646,32807542,Countdown,0.5859,-0.7717,Action
1066,20903286,Khaan Dost,-0.6369,-0.2023,Action
1727,176730,Anarchists,0.6124,-0.5574,Action
713,34831339,Beyond the Border,-0.5106,-0.6705,Action
778,2906058,Black Dog,-0.8555,-0.4678,Action
464,166121,The World Is Not Enough,-0.875,0.5994,Action
3132,5676452,The Marksman,-0.7964,0.0516,Action
3135,8280078,Paper Soldiers,-0.6249,-0.9294,Action
1880,1769134,Attack Force Z,0.5106,-0.4404,Action
509,483727,The Court Jester,-0.0258,-0.4226,Action
2881,20945004,God's Sentence,-0.6249,-0.8316,Action
2434,30889053,Fireball,-0.25,0.3182,Action
1066,20903286,Khaan Dost,-0.6369,-0.2023,Action
2231,4260440,The Starfighters,0.4019,0.4767,Action
1094,25432586,The Casino Job,0.7351,-0.2195,Action
1934,2018117,Frankenfish,-0.5994,-0.7579,Action
303,25079696,Ski Troop Attack,-0.4767,-0.4767,Action
633,12319832,Transformers: Revenge of the Fallen,0.2732,0.4215,Action
305,16909489,Emanuelle Escapes from Hell,-0.802,0.2263,Action
3140,34039545,Yamada: The Samurai of Ayothaya,-0.5423,-0.802,Action
1123,33508761,Baghaawat - Ek Jung,0.4019,0.4019,Action
2973,4968653,The Four Musketeers,-0.6908,0.4215,Action
2041,9996003,Magnificent Bodyguards,0.5106,-0.7906,Action
2026,17475229,Lucky Cisco Kid,-0.4404,0.4588,Action
907,3388805,No Man's Land,0.2732,-0.8922,Action
2235,12212748,Bleach: The DiamondDust Rebellion,-0.6808,-0.6249,Action
125,10631093,Trancers 6,0.8271,-0.7629,Action
383,27603418,Djinns,-0.1779,-0.1779,Action
2385,1582661,The Musketeer,0.4215,-0.9493,Action
2093,7090726,Rapid Fire,0.2732,-0.0258,Action
1776,3592692,Inside Man,-0.5106,0.34,Action
906,19286426,Aayirathil Oruvan,-0.5859,-0.0516,Action
661,32910716,The Arrogant,0.7506,0.3612,Action
1425,10229188,Yakuza Graveyard,0.3919,0.3919,Action
3048,143809,The Fifth Element,-0.6124,0.6369,Action
1856,6029546,The Spirit,0.1779,0.6249,Action
250,25214913,Born to Raise Hell,-0.1531,0.2023,Action
1959,24929092,Boogie,0.4215,0.6369,Action
2403,28370864,30 Minutes or Less,-0.4019,0.5106,Action
1549,31234700,Bangkok Knockout,0.4678,-0.3818,Action
158,34453923,Kochi Rajavu,-0.5106,0.4215,Action
905,10348583,Undisputed II: Last Man Standing,-0.5106,0.3182,Action
1269,14405752,Bunny O'Hare,-0.4767,0.5859,Action
1439,5884079,Bangkok Dangerous,-0.6908,-0.7783,Action
2154,5699054,Hard Luck,0.3979,-0.5267,Action
508,1680034,Police Academy 5: Assignment Miami Beach,0.0772,-0.1027,Action
2200,2820120,Solo,-0.6597,-0.1045,Action
108,11545267,Megiddo: The Omega Code 2,0.2732,0.743,Action
1818,34311479,Final Reprisal,0.8126,-0.3818,Action
3103,8852763,The Vengeance of Fu Manchu,-0.9697,-0.9697,Action
2318,3576991,"Gamera, Super Monster",-0.836,-0.8519,Action
1952,5208783,Dhool,0.6908,-0.6249,Action
1886,8514531,The Substitute,-0.34,-0.1779,Action
86,73471,Flash Gordon,-0.6369,0.5267,Action
2606,733927,Outbreak,0.2023,0.4939,Action
2286,2384098,American Shaolin,-0.34,0.4019,Action
906,19286426,Aayirathil Oruvan,-0.5859,-0.0516,Action
2962,14770549,My Dear Kuttichathan,-0.4019,0.2732,Action
2228,25567993,The Blood Bond,0.7003,0.7003,Action
2835,6180798,The Silencers,0.9337,-0.9186,Action
1719,18702866,Horizons West,-0.5994,-0.4939,Action
847,24168980,Vampire Girl vs. Frankenstein Girl,0.25,0.25,Action
1916,3369664,Helen of Troy,-0.5719,0.3612,Action
1808,219033,Hellcats of the Navy,-0.4939,-0.7906,Action
2387,6503634,The Deadly Companions,-0.4767,-0.3612,Action
1848,9129523,Speed,0.2732,0.802,Action
401,20520879,Shootfighter: Fight to the Death,-0.8979,0.4939,Action
1643,10727249,Wild Thing,-0.6705,0.8126,Action
1560,24322190,Only the Valiant,-0.1403,-0.8225,Action
1677,31835088,Sevenes,-0.0258,0.4767,Action
890,2339741,Ghosts Can't Do It,0.5574,-0.5719,Action
1335,1744593,Miss Congeniality 2: Armed and Fabulous,0.5859,-0.5719,Action
3111,24133684,Cowboy Holiday,0.4416,0.4019,Action
2630,11924045,Daulat Ki Jung,0.296,0.7351,Action
1956,18328543,Ten Dead Men,-0.8555,-0.9442,Action
2183,2533663,Dragon Gate Inn,0.4939,0.4215,Action
1926,1752246,Live Free or Die Hard,-0.5719,0.6705,Action
2687,11320437,Marudhamalai,0.4215,0.8316,Action
1007,12576635,Good Soil,0.7184,0.7943,Action
1577,23566188,Golgo 13: The Professional,-0.7184,-0.2023,Action
1133,15349469,Defiance,0.4215,0.4767,Action
1665,77609,Sergeant York,-0.1531,-0.5994,Action
2131,3729760,Temmink: The Ultimate Fight,-0.5994,-0.8779,Action
1033,5654699,Simhadri,0.4939,0.9022,Action
2586,28008719,The Black Ninja,-0.9118,-0.7717,Action
3242,5464450,Angli: The Movie,-0.9382,0.6486,Action
998,6684371,Udhaya,0.6369,-0.0258,Action
2871,35718038,300: Battle of Artemisia,0.2732,-0.6166,Action
2023,26934341,The Bad Pack,-0.128,-0.128,Action
2788,21880834,"Two Fists, One Heart",0.5719,-0.3818,Action
2332,16154245,Vampire Bats,-0.9274,-0.9274,Action
2004,31625551,Tetsujin 28-go (2004 TV Series),0.0772,0.0772,Action
1991,29769606,47 Ronin,-0.6705,-0.4019,Action
2634,11335771,Lahu Ke Do Rang,-0.3818,-0.8074,Action
2884,10778392,Shaolin Daredevils,0.1779,-0.4767,Action
2482,6446036,The Spy Who Loved Me,-0.2263,0.128,Action
2684,9609346,The Vanishing Legion,-0.7906,-0.296,Action
2371,27719912,Siruthai,-0.7717,0.7096,Action
2535,5109579,Best Defense,-0.0516,0.7269,Action
2240,264176,Hackers,-0.5719,0.4342,Action
26,7192710,Manthri gari Viyyankudu,0.5574,0.6908,Action
1885,25829151,Hollow Point,-0.1779,-0.1779,Action
2612,652445,Armour of God II: Operation Condor,0.3182,-0.5251,Action
1263,171562,American History X,-0.1779,0.7003,Action
2521,2253183,Gold,0.5106,0.5106,Action
3204,999394,Pirates of the Caribbean: Dead Man's Chest,-0.0772,-0.2023,Action
233,30244786,Mirapakaay,0.4767,-0.1531,Action
1684,26188378,Treasure of the Golden Condor,-0.7351,-0.7351,Action
1612,15107248,Fatal Contact,0.5994,0.6652,Action
1858,4449647,Stag Night,0.0772,-0.8442,Action
1278,5157752,Annavaram,0.296,0.5719,Action
2059,6057698,A Man Could Get Killed,-0.8271,0.4497,Action
2966,26085256,Mixed Blood,-0.296,-0.296,Action
337,4829230,Swiss Family Robinson,0.3182,0.7269,Action
1097,4098741,Salt and Pepper,-0.3612,-0.5994,Action
2109,7224803,Walking Tall,0.4019,-0.4404,Action
774,365039,Six Days Seven Nights,0.7845,0.5719,Action
2476,34393185,The No Mercy Man,-0.8625,-0.8625,Action
2698,25893588,Dum,-0.4767,0.7906,Action
481,32088645,Baazi,0.6597,0.6597,Action
3182,1397876,Spawn,-0.6124,-0.2263,Action
2339,2613497,Paycheck,0.5574,0.5267,Action
939,1957324,Sitting Target,-0.9118,0.25,Action
1213,6117126,Narasimhudu,-0.5994,-0.5423,Action
587,14854661,Aashiq,0.8807,0.0258,Action
1433,11069187,Firepower,0.128,-0.6908,Action
700,16201787,Canyon Passage,0.5994,0.5106,Action
147,9541497,In Bruges,-0.7096,-0.25,Action
1615,11923262,Brain Dead,0.3182,0.5423,Action
2625,5877719,3 Strikes,-0.5106,-0.7845,Action
3217,17777395,The Big Bird Cage,-0.5423,0.4019,Action
1576,22885135,Blood Reign: Curse of the Yoma,-0.9337,-0.296,Action
330,19876793,Killer's Carnival,-0.7785,-0.7785,Action
789,15879495,Balwaan,-0.5256,-0.8922,Action
517,16083779,The Challenge,-0.6908,0.2023,Action
979,19124402,Sleeper,-0.9565,0.4767,Action
2786,6190804,Hot Pursuit,0.5574,0.5574,Action
2451,3597370,Dillinger,-0.5574,-0.5574,Action
2699,3648503,Death Wish 3,-0.7717,0.5106,Action
2728,25394470,Pokémon: Zoroark: Master of Illusions,0.7506,0.3818,Action
1332,35818975,Traxx,-0.2732,-0.802,Action
2625,5877719,3 Strikes,-0.5106,-0.7845,Action
2210,695249,Home Alone 3,-0.8591,-0.5106,Action
2870,8337507,Barricade,-0.4767,0.7506,Action
3011,253828,The Mummy,0.25,0.5423,Action
163,1646358,Godzilla vs. Megaguirus,-0.296,-0.6124,Action
547,12812600,Nazi Agent,-0.34,0.4215,Action
1023,685832,Innerspace,-0.3182,0.7579,Action
569,5847229,Firestorm,0.5267,-0.0516,Action
2377,17365387,A Perfect Getaway,0.5719,0.7351,Action
367,473776,Wasabi,0.5574,0.6486,Action
871,24542564,Om,0.6369,-0.7964,Action
2507,14090644,Eagle Eye,-0.6705,0.9062,Action
2338,27277176,Beastmaster III: The Eye of Braxus,0.5106,0.6908,Action
1827,15851039,Davy Crockett and the River Pirates,0.5859,-0.1027,Action
824,19972307,The Sovereign's Servant,-0.5994,-0.5423,Action
3083,12162055,I Spit on Your Corpse,-0.1779,-0.8807,Action
3120,33323507,Big Bullet,-0.8765,-0.8765,Action
1699,1126356,Mr. Majestyk,-0.5994,-0.8126,Action
1353,1625624,Year of the Dragon,-0.8316,-0.2665,Action
1410,1666594,Billy Budd,-0.2023,-0.7876,Action
727,6085266,Bloodsport 2,-0.9169,0.4939,Action
990,8398222,Gods and Generals,-0.7717,-0.3818,Action
1099,28844326,Sthalathe Pradhana Payyans,-0.5267,-0.9118,Action
827,6117410,Hello Brother,-0.4404,0.4215,Action
2459,50744,Star Wars Episode VI: Return of the Jedi,0.3612,0.4404,Action
3151,16171195,"Think Fast, Mr. Moto",-0.3182,-0.4767,Action
2822,1312481,Raw Deal,0.7003,0.9517,Action
1439,5884079,Bangkok Dangerous,-0.6908,-0.7783,Action
860,13439264,Mad Money,-0.6124,-0.4939,Action
985,16168286,Sullan,0.5859,-0.6004,Action
934,61046,Wings,0.4939,0.5719,Action
242,28827468,Hero of Rome,-0.25,-0.6124,Action
2442,4729,Batman & Robin,-0.296,0.2023,Action
1069,34985252,Derelict,-0.5574,0.4767,Action
2160,33179804,Turbulence 3: Heavy Metal,-0.4939,0.5106,Action
396,11703526,Tyrannosaurus Azteca,0.34,0.4939,Action
2628,7010510,The Super Cops,-0.34,-0.8658,Action
1542,17570003,What Doesn't Kill You,-0.4215,0.3612,Action
3136,10677545,2000 AD,0.4767,0.7096,Action
2552,35457037,Bikram Singha: The Lion Is Back,0.8126,-0.3595,Action
