,movie_id,name,first_score,last_score,pageviews,genre
2033,5352769,Chellamae,0.8225,-0.765,5223.280632411067,Romance Film
1869,10536433,License to Wed,0.4019,0.4404,5212.633893280633,Romance Film
1766,30496084,Muppozhudhum Un Karpanaigal,0.6597,0.7351,5189.046195652174,Romance Film
1367,5614464,Milenge Milenge,0.4019,0.6369,5181.732872200263,Romance Film
1757,2987468,My Little Bride,-0.5267,0.4939,5173.493906455862,Romance Film
1387,31919884,Good Deeds,0.5574,0.8225,5138.613306982872,Romance Film
1799,1882947,Crazy/Beautiful,0.8885,0.3612,5137.524785902503,Romance Film
1737,3832964,Irreconcilable Differences,0.128,0.128,5136.73418972332,Romance Film
1167,3536397,Ali: Fear Eats the Soul,-0.4767,-0.4215,5110.764163372858,Romance Film
850,1591945,The Roman Spring of Mrs. Stone,0.4019,-0.128,5100.637681159421,Romance Film
1171,15103329,Over Her Dead Body,0.5719,0.5859,5082.518774703557,Romance Film
2094,7085998,Chhoti Si Baat,-0.4588,0.743,5062.515316205534,Romance Film
2048,183575,Querelle,-0.7003,0.8519,5042.305994729907,Romance Film
1916,5209057,Raja Kumarudu,0.4019,0.5106,5019.971590909091,Romance Film
1859,74858,The Lady Eve,0.5994,0.4215,4948.201086956522,Romance Film
491,6768285,Majunu,0.8402,0.4215,4938.648468379447,Romance Film
1951,3518352,The Bachelor and the Bobby-Soxer,0.4588,0.91,4915.756999341238,Romance Film
2014,424391,Stardust Memories,0.8625,-0.4767,4877.96129776021,Romance Film
1693,13429005,The Japanese Wife,0.4767,0.3182,4857.001317523056,Romance Film
94,661723,Change of Habit,-0.2023,0.3182,4845.557065217392,Romance Film
1581,5888613,Venky,0.4767,0.3182,4845.512187088273,Romance Film
80,10405882,Ankhiyon Ke Jharokhon Se,0.2263,0.7003,4818.173913043478,Romance Film
1942,7120916,Dil Vil Pyar Vyar,0.886,0.0772,4785.322134387352,Romance Film
20,8423977,Apna Sapna Money Money,-0.4767,0.9336,4776.170619235836,Romance Film
439,1324910,Dil Maange More,0.7906,0.5859,4707.771739130434,Romance Film
34,5937788,Naa Alludu,-0.743,-0.4767,4696.761363636364,Romance Film
702,1031231,"Black Cat, White Cat",-0.3182,0.891,4677.867588932807,Romance Film
391,10215404,Revolutionary Road,0.4019,-0.2755,4657.046442687747,Romance Film
1634,9542797,Kyaa Kool Hai Hum,0.4019,-0.7964,4646.090909090909,Romance Film
355,31020151,Modalasala,0.6369,0.4588,4644.258234519103,Romance Film
1579,6425519,Where Angels Fear to Tread,-0.0516,0.8779,4637.502305665349,Romance Film
1839,4103051,Saravana,0.4588,0.3182,4632.687417654808,Romance Film
178,1088677,The Draughtsman's Contract,0.1027,-0.4767,4604.579051383399,Romance Film
1955,5257678,The Sandpiper,-0.3182,-0.1531,4588.759963768116,Romance Film
1777,3755901,Another Gay Movie,0.3612,-0.5267,4525.858036890645,Romance Film
1789,5022040,Pyaar Mein Kabhi Kabhi,0.7506,-0.2732,4524.886363636363,Romance Film
1332,1934127,The Brothers McMullen,0.4019,0.7845,4506.354496047431,Romance Film
747,13578403,Hatya,0.1901,0.883,4500.969696969697,Romance Film
4,3459677,Shaadi No. 1,0.6369,-0.7003,4471.625247035573,Romance Film
1573,1394167,100 Girls,-0.1779,0.936,4470.71920289855,Romance Film
1939,16179581,Kana Kandaen,0.4767,0.5719,4460.60993083004,Romance Film
1262,14237319,Shoot the Moon,-0.0516,0.4215,4449.169960474308,Romance Film
1598,19278838,Emmanuelle 2,0.296,0.802,4430.2895256917,Romance Film
226,18118679,Torch Song Trilogy,0.6369,0.7184,4424.483530961792,Romance Film
750,27067663,Kuch Tum Kaho Kuch Hum Kahein,-0.128,-0.743,4422.116600790515,Romance Film
560,11143067,Punnagai Mannan,-0.6705,-0.5574,4421.293148880106,Romance Film
853,7529425,Piriyadha Varam Vendum,0.8074,0.7227,4419.001152832675,Romance Film
357,4736948,Pyare Mohan,0.9231,0.6705,4404.130105401844,Romance Film
1258,2262672,For Richer or Poorer,-0.4939,0.3612,4378.045948616601,Romance Film
1225,1599864,The Upside of Anger,-0.3612,-0.7096,4364.437747035573,Romance Film
97,35924273,Jatt & Juliet,-0.4019,0.5574,4359.069005270092,Romance Film
319,691308,Manhattan Melodrama,-0.34,-0.5106,4351.902173913043,Romance Film
41,77598,Here Comes Mr. Jordan,-0.2023,0.6369,4344.819005270093,Romance Film
1304,1888433,The Americanization of Emily,0.1263,0.8885,4328.988801054018,Romance Film
738,18449476,The Shape of Things,0.6597,-0.25,4314.85046113307,Romance Film
1247,7440348,Neo Ned,0.3612,0.6369,4300.464179841898,Romance Film
1647,4851294,Mazhai,0.8885,0.25,4253.521986166008,Romance Film
950,4777324,Itty Bitty Titty Committee,-0.7269,0.802,4249.821393280633,Romance Film
891,3737862,The Next Best Thing,0.7269,-0.25,4220.123188405797,Romance Film
487,2313158,That Touch of Mink,0.4019,-0.4019,4188.956521739131,Romance Film
190,9311494,Adhu Oru Kana Kaalam,0.6908,0.296,4174.126976284585,Romance Film
1944,77665,The More the Merrier,-0.7096,0.4588,4172.104743083003,Romance Film
533,1588102,An Ideal Husband,0.8271,0.7096,4170.143115942029,Romance Film
1295,2022395,The Electric Horseman,0.4404,0.34,4165.790513833992,Romance Film
1352,1908968,That Obscure Object of Desire,0.8176,-0.7351,4164.200510540185,Romance Film
1201,9675457,Shakalaka Boom Boom,-0.8126,-0.4019,4147.070652173913,Romance Film
381,2396634,House of Dark Shadows,-0.0772,-0.2263,4141.486824769433,Romance Film
444,18046658,The Great White Hope,-0.3182,-0.7506,4138.945981554677,Romance Film
669,314093,Cool as Ice,0.4019,-0.25,4095.819087615283,Romance Film
1491,2880294,Ruby in Paradise,0.25,0.4939,4093.022727272727,Romance Film
912,1851703,Snow Falling on Cedars,-0.9062,-0.2732,4077.272727272727,Romance Film
265,25232106,Jhootha Hi Sahi,0.4939,0.4767,4060.079051383399,Romance Film
92,2833429,Manjil Virinja Pookkal,0.5574,-0.9716,4055.955862977602,Romance Film
1296,3676154,That Hamilton Woman,-0.6808,0.6369,4043.757987483532,Romance Film
649,6684371,Udhaya,0.6369,-0.0258,4024.243247694334,Romance Film
895,2255603,The Pirate Movie,0.5574,0.9091,4009.104084321476,Romance Film
368,16168190,Kuththu,0.6369,0.7096,3954.864130434782,Romance Film
865,2267635,How to Murder Your Wife,0.9517,0.1531,3952.50074110672,Romance Film
2066,18066576,The Last Station,-0.5994,-0.34,3938.0290678524375,Romance Film
1896,949857,I Know Where I'm Going!,0.5859,0.2263,3914.983695652174,Romance Film
1221,9112296,Shaadi Karke Phas Gaya Yaar,0.4201,-0.4588,3911.208168642951,Romance Film
202,10190604,The Great Gambler,0.2411,-0.765,3910.8148056653495,Romance Film
1986,61182,The Broadway Melody,0.5859,-0.5574,3907.991189064559,Romance Film
1790,5273926,Aetbaar,-0.7717,0.8979,3886.842061923583,Romance Film
290,1780510,"Live a Little, Love a Little",0.4019,-0.4019,3885.14163372859,Romance Film
8,473286,Anything Else,0.3818,0.3818,3866.334897891964,Romance Film
977,22814902,Coco Chanel & Igor Stravinsky,-0.5267,0.4939,3852.190382081687,Romance Film
1657,2423917,Silent Rage,-0.8402,0.5559,3823.1156126482215,Romance Film
1530,6301209,Humko Tumse Pyaar Hai,0.6124,0.9042,3813.859683794466,Romance Film
1694,9313886,Fever Pitch,0.4019,0.875,3806.944005270092,Romance Film
1400,1771007,The Private Life of Sherlock Holmes,-0.34,-0.5267,3792.6903820816874,Romance Film
1784,1367110,Lovers and Other Strangers,0.7579,0.34,3761.586956521739,Romance Film
237,7133616,Ella Enchanted,-0.0258,0.0772,3735.276679841897,Romance Film
860,1668076,A Little Romance,0.5095,0.7906,3728.6396574440055,Romance Film
1300,8300648,The Go-Between,0.7003,-0.4767,3727.855072463768,Romance Film
1421,9897840,The Night of the Iguana,-0.2732,0.7351,3703.58860342556,Romance Film
953,34296753,Jaan Tere Naam,0.6249,0.7076,3700.884716732543,Romance Film
1909,5416943,A Night in the Life of Jimmy Reardon,0.802,0.7003,3700.362812911726,Romance Film
864,9175052,Mr. Romeo,-0.0516,0.7345,3691.37895256917,Romance Film
637,18932671,The Other Side of Midnight,0.4939,-0.6908,3690.360918972333,Romance Film
1830,10619003,Do Anjaane,-0.296,-0.5267,3683.9204545454554,Romance Film
1590,285559,Feeling Minnesota,-0.3612,0.3182,3680.8656126482215,Romance Film
2073,5066214,The Last Metro,-0.7506,-0.7506,3677.196310935441,Romance Film
1613,1711622,Wild in the Country,-0.6908,0.34,3662.01893939394,Romance Film
1310,2780022,Arthur 2: On the Rocks,0.802,0.09,3656.693346508564,Romance Film
596,5880421,The Golden Bowl,0.2732,-0.6371,3622.40579710145,Romance Film
89,13635649,Jaanam Samjha Karo,-0.4939,0.3182,3616.022727272727,Romance Film
1104,7334748,Imtihaan,0.7906,-0.5994,3599.796195652173,Romance Film
367,3342049,My Night at Maud's,0.4939,0.5423,3564.9962944664035,Romance Film
600,61505,Anthony Adverse,-0.34,0.4404,3560.000988142292,Romance Film
668,20824552,Konchem Ishtam Konchem Kashtam,0.4939,0.5574,3533.228343214756,Romance Film
144,1765701,Girl Happy,0.5106,-0.25,3523.1930171278,Romance Film
810,8645960,Reshma Aur Shera,-0.2732,0.5773,3507.619894598156,Romance Film
1288,1362608,Material Girls,0.875,0.5574,3505.391963109354,Romance Film
500,13822777,The Other End of the Line,0.1531,0.8176,3473.141798418972,Romance Film
1812,1126401,National Lampoon's Van Wilder,0.8173,0.3612,3472.717391304348,Romance Film
1770,7534904,Woh Lamhe,-0.4404,-0.2144,3465.60606060606,Romance Film
476,1380903,How to Deal,0.3182,0.3182,3455.0046113306985,Romance Film
1147,3751746,The Wings of the Dove,0.836,-0.25,3428.9142786561265,Romance Film
1241,1795280,Meenaxi: A Tale of Three Cities,-0.4939,-0.6167,3424.682147562582,Romance Film
252,2229894,Romance & Cigarettes,-0.6908,0.6486,3407.7895256916995,Romance Film
305,27484963,Himalay Putra,0.9081,0.9081,3403.382081686429,Romance Film
508,11467488,Feast of Love,0.8074,-0.6124,3402.191205533597,Romance Film
1388,5174138,Meet Bill,-0.6249,0.5994,3393.988059947299,Romance Film
548,9128822,Chura Liyaa Hai Tumne,-0.34,0.4019,3389.548336627141,Romance Film
1137,10616876,Aap Ki Kasam,0.4404,-0.2023,3379.622859025033,Romance Film
149,7237206,Roja Kootam,0.8074,0.3612,3328.5059288537554,Romance Film
1629,4097843,Dracula 3D,0.34,-0.4215,3324.866271409749,Romance Film
339,17367576,Ripley Under Ground,0.7096,-0.6597,3322.304100790513,Romance Film
1257,5948294,Sex and Death 101,0.8402,-0.7351,3319.060359025033,Romance Film
1945,1369060,Roller Boogie,0.4767,0.3182,3315.292325428195,Romance Film
1485,689490,Birthday Girl,-0.3612,-0.2732,3310.745059288538,Romance Film
1144,5076487,The Sisterhood of the Traveling Pants,0.8074,-0.4215,3305.52692687747,Romance Film
349,193847,"Heaven Knows, Mr. Allison",-0.2263,0.3612,3302.8354743083005,Romance Film
1322,10235844,Ab Ke Baras,0.4019,0.8885,3284.231225296443,Romance Film
1329,8662998,Jeena Sirf Merre Liye,0.4767,0.5574,3266.130434782609,Romance Film
1410,2861847,Mad Dog and Glory,-0.8442,-0.2263,3265.897480237154,Romance Film
916,3647125,Elephant Walk,0.4019,-0.8316,3256.3636363636365,Romance Film
3993,5671546,Friends,0.6486,0.6124,247536.06744071143,Drama
3675,20657842,Friends,0.5859,-0.1027,247536.06744071143,Drama
1527,5521767,Friends,0.5106,0.7184,247536.06744071143,Drama
749,4726,Batman,-0.836,-0.5106,214854.53063241104,Drama
2055,9718646,All Quiet on the Western Front,0.5719,-0.0258,201793.81818181812,Drama
90,4592959,All Quiet on the Western Front,-0.5994,-0.91,201793.81818181812,Drama
5180,30625,The Shawshank Redemption,-0.1027,0.7717,193589.6113306983,Drama
5421,3746,Blade Runner,-0.4019,-0.6486,183239.18610013172,Drama
1292,4608223,West Side Story,0.4404,-0.875,173420.2674571805,Drama
2152,65834,Schindler's List,-0.5994,-0.3818,172619.2131916996,Drama
3579,64394,Goodfellas,-0.3182,-0.4588,168027.00296442688,Drama
1612,4265319,The Handmaid's Tale,-0.7906,0.7579,167057.53754940713,Drama
1932,19596597,Sherlock Holmes,-0.8779,-0.2023,153857.02404479578,Drama
236,18951054,Apocalypse Now,-0.2263,0.3182,145290.89221014496,Drama
365,1009041,Fight Club,-0.4767,-0.296,139205.0284090909,Drama
953,30000,Taxi Driver,-0.34,-0.2263,135400.303030303,Drama
2235,24319139,The Social Network,-0.4019,0.8176,133275.32015810275,Drama
4195,612052,Spider-Man 2,-0.3612,0.5423,125829.1222002635,Drama
2728,30045070,Catch Me If You Can,-0.7351,-0.7351,124704.16403162056,Drama
2702,80530,Hamlet,-0.7814,-0.6486,121887.73122529646,Drama
309,142456,Good Will Hunting,0.891,0.4767,119183.35614295123,Drama
3740,27863892,Margin Call,-0.2732,-0.8402,117248.14945652174,Drama
3410,23830211,Requiem for a Dream,0.8126,0.886,114243.71739130437,Drama
1877,676909,The Terminal,0.5719,0.3612,109456.24423583662,Drama
5073,129644,The Godfather Part III,-0.7943,-0.25,101720.45158102766,Drama
3886,142481,Moulin Rouge!,-0.7506,0.8555,100242.51054018446,Drama
616,25928203,Prison Break,0.0577,-0.3612,98628.62845849802,Drama
2513,11011055,Flowers in the Attic,-0.6597,0.3818,98553.78927865611,Drama
2499,302970,Edward Scissorhands,0.2732,0.128,97325.1462450593,Drama
196,2126621,Les Misérables,-0.7227,0.5423,94549.42424242424,Drama
1132,1261542,Les Misérables,-0.8519,0.6369,94549.42424242424,Drama
5490,6243001,Les Misérables,0.4927,-0.2193,94549.42424242424,Drama
827,1743227,Les Misérables,-0.7783,0.6124,94549.42424242424,Drama
1990,537024,Eternal Sunshine of the Spotless Mind,0.5423,0.3182,93052.66304347826,Drama
4124,516474,The Hobbit,0.6245,0.4019,92810.41419631094,Drama
3706,8854150,The Picture of Dorian Gray,0.6908,0.34,92048.78787878789,Drama
5762,31941988,Harry Potter and the Deathly Hallows – Part 2,-0.3818,0.5574,89944.39402173914,Drama
2435,34953010,Zero Dark Thirty,-0.4404,0.6705,89758.68165349144,Drama
2987,188902,Gangs of New York,-0.2263,-0.296,88689.90118577075,Drama
454,1133816,Around the World in Eighty Days,0.4019,0.4019,85713.99925889328,Drama
3668,1158236,King of the Hill,-0.1779,-0.2057,84696.03087944663,Drama
1177,11654754,The Three Musketeers,0.296,0.3612,81036.10227272728,Drama
2249,4578771,The Count of Monte Cristo,-0.1531,-0.7506,80026.22924901186,Drama
1784,28651451,Crime and Punishment,-0.8979,-0.3919,76299.36322463768,Drama
1334,202652,Romeo + Juliet,-0.4404,-0.8834,75683.91007905139,Drama
858,12121822,A Christmas Carol,-0.6249,0.5994,74176.49802371541,Drama
5568,8545989,A Christmas Carol,-0.9201,0.4215,74176.49802371541,Drama
1629,3526088,A Christmas Carol,0.3182,0.7506,74176.49802371541,Drama
2854,2712712,A Christmas Carol,0.6369,0.7506,74176.49802371541,Drama
4480,3270678,A Christmas Carol,-0.1531,0.0772,74176.49802371541,Drama
1120,1789996,The Amityville Horror,-0.6705,-0.2263,73419.53845520422,Drama
4443,62121,Of Mice and Men,0.5106,-0.9648,73268.284914361,Drama
3010,465470,The Prince of Egypt,-0.7184,-0.5574,73052.92918313571,Drama
1169,187010,Pinocchio,0.8658,0.5574,72291.02272727272,Drama
2214,3261733,Pan's Labyrinth,0.3182,0.296,72136.15843214757,Drama
1373,1937414,The Little Prince,-0.6808,0.2315,70572.2233201581,Drama
5561,173944,The Lord of the Rings: The Two Towers,0.1779,-0.6908,68715.27470355731,Drama
1250,73425,The Deer Hunter,-0.296,0.7964,67550.4347826087,Drama
676,3793631,Children of Men,-0.7845,-0.3182,66972.62549407114,Drama
5439,228274,The Last Samurai,-0.743,0.7351,66177.90678524374,Drama
3723,1287385,Million Dollar Baby,0.7998,0.4215,66086.91699604742,Drama
2188,61519,A Tale of Two Cities,-0.5467,0.3612,64325.40184453228,Drama
1731,7077556,A Tale of Two Cities,0.1779,0.7845,64325.40184453228,Drama
4538,129585,Dances with Wolves,-0.765,0.2263,64033.37549407114,Drama
2503,129524,Field of Dreams,0.34,0.34,63521.182065217385,Drama
4095,654530,Legends of the Fall,-0.2732,-0.4939,62942.69433465086,Drama
5495,68124,American Graffiti,0.4767,-0.765,62033.37796442688,Drama
4414,106117,Thelma & Louise,0.2023,0.2732,61742.611166007904,Drama
880,25080984,The King's Speech,-0.2023,-0.2023,61322.87747035573,Drama
4961,28648635,X-Men: First Class,-0.5994,0.296,59599.69021739131,Drama
234,2913859,The Fast and the Furious: Tokyo Drift,0.4588,0.2263,59505.65810276679,Drama
2180,872441,First Blood,0.8625,0.3612,58293.56884057971,Drama
4858,5482994,Treasure Island,0.3182,0.7964,57629.16106719368,Drama
4788,10753947,The Time Traveler's Wife,-0.7906,0.3919,56833.903573781296,Drama
2072,21942458,Death of a Salesman,-0.5106,-0.9052,55316.01992753624,Drama
2284,17687538,Death of a Salesman,-0.3612,0.7845,55316.01992753624,Drama
1102,146236,Close Encounters of the Third Kind,-0.296,0.4767,53993.95182806325,Drama
5099,32837210,The Crucible,0.4019,0.2245,52849.07773386034,Drama
2691,15912142,The Old Man and the Sea,0.4939,-0.1779,52439.405797101455,Drama
5463,129295,Fatal Attraction,0.8126,0.3182,51049.18181818181,Drama
4825,626916,Oliver Twist,0.34,0.3818,50709.33415678525,Drama
4188,142224,A.I. Artificial Intelligence,-0.25,0.5267,50602.11404808959,Drama
3237,6917005,The Music Man,-0.5994,-0.6486,50365.63899868248,Drama
2408,101914,Dog Day Afternoon,-0.1027,-0.5267,49796.02173913044,Drama
3521,226198,Sleepless in Seattle,-0.7717,0.4939,49578.13932806324,Drama
4367,5204875,Gadar: Ek Prem Katha,0.6369,0.3818,49182.41954874835,Drama
767,11244593,Alvin and the Chipmunks,-0.2732,-0.5719,48546.469285243744,Drama
5010,864183,Indecent Proposal,0.886,0.7506,48039.44120553359,Drama
4860,370858,Master and Commander: The Far Side of the World,-0.5574,-0.0516,47865.85597826087,Drama
3178,32258845,Pain & Gain,-0.4215,0.7717,47816.24481225297,Drama
3877,22676008,The Scarlet Letter,-0.4588,-0.4588,46749.142951251655,Drama
2634,3030582,The Scarlet Letter,-0.3818,0.3612,46749.142951251655,Drama
3097,4227,Barry Lyndon,-0.7845,-0.0516,46602.80187747036,Drama
2949,104984,Rocky IV,-0.4927,0.7783,46447.96475625823,Drama
4638,99031,Butch Cassidy and the Sundance Kid,0.4588,-0.296,46337.40983201581,Drama
4302,855797,A Walk to Remember,-0.7876,0.4588,45748.770750988144,Drama
5511,667194,American Gigolo,0.3612,-0.5423,45616.831851119896,Drama
503,28085067,Fast Five,-0.6908,-0.6486,45110.39130434783,Drama
1904,9264265,Forgetting Sarah Marshall,-0.5423,0.6249,44227.74752964426,Drama
4070,4298666,The Man Who Fell to Earth,0.6369,-0.7351,43208.14846837944,Drama
5720,513090,All Dogs Go to Heaven,0.4019,0.5106,42302.96648550725,Drama
1453,75933,Dangerous Liaisons,-0.5023,-0.4767,42232.65200922266,Drama
830,12178995,Lady Chatterley's Lover,0.3182,-0.1695,42220.669713438736,Drama
5266,44302,Amélie,-0.3182,0.5859,42172.071887351776,Drama
2915,237303,Bruce Almighty,0.4215,0.9365,41935.31373517786,Drama
843,593127,Kal Ho Naa Ho,-0.5106,0.8979,41689.87392951252,Drama
2623,1405697,Don't Look Now,-0.5994,-0.7783,40754.75098814229,Drama
3402,171628,I Am Sam,-0.5267,0.4404,40744.89188076417,Drama
1396,5565988,Gone Baby Gone,-0.3612,0.4588,39906.273633069824,Drama
4812,1726126,A History of Violence,-0.2023,0.4588,39700.555335968376,Drama
4999,163456,Last Tango in Paris,-0.4588,-0.6249,39095.836956521736,Drama
1063,18640429,Never Back Down,0.4019,0.7783,39042.66254940711,Drama
1882,815934,Mohabbatein,-0.4019,0.5574,38994.84420289855,Drama
78,129246,The Last Emperor,-0.9501,-0.5267,38824.69812252964,Drama
5236,182737,"To Sir, with Love",-0.128,-0.0516,38637.359683794464,Drama
2289,22637746,Pippi Longstocking,-0.4588,-0.2244,38441.46615612648,Drama
1708,152328,Rocky III,0.946,0.431,38064.7453886693,Drama
3174,1476567,Dangerous Minds,0.5859,0.0516,38029.76136363636,Drama
5685,14586918,The Adventures of Tom Sawyer,-0.8225,-0.8225,37836.72859025033,Drama
851,168561,The Color of Money,0.6808,-0.3382,37602.17786561265,Drama
1987,261402,Robin Hood: Prince of Thieves,-0.4588,0.6486,37466.23649538866,Drama
3667,88075,Shakespeare in Love,-0.4767,0.8555,37443.41501976285,Drama
4158,3185575,The Color Purple,-0.6705,0.34,37419.17061923583,Drama
3646,1665752,White Men Can't Jump,-0.431,0.4767,37039.47908432148,Drama
89,4836072,My Fair Lady,-0.25,0.6249,36515.0716403162,Drama
1316,692661,Carlito's Way,0.1027,0.4019,35967.56151185771,Drama
826,1136182,The Secret Garden,-0.2263,0.5574,35797.91897233201,Drama
1732,13911693,The Secret Garden,-0.1531,0.4215,35797.91897233201,Drama
1318,73444,Easy Rider,0.128,-0.6369,35789.840662055336,Drama
530,1847082,Anniyan,0.6908,-0.1027,35622.51581027668,Drama
4551,1774803,Bridget Jones's Diary,-0.8399,0.4215,35463.781455862976,Drama
4112,320527,Pink Flamingos,0.2023,0.2263,35350.153162055336,Drama
4733,15615865,The Road,-0.7783,0.6597,35185.51910408432,Drama
5265,2908429,The Road,-0.5106,-0.743,35185.51910408432,Drama
4974,5842075,Fear and Loathing in Las Vegas,-0.3182,0.5423,35144.491436100136,Drama
4516,1102282,Hotel Rwanda,-0.765,0.3182,35000.06834650856,Drama
2348,2571604,The Exorcism of Emily Rose,-0.6908,-0.8126,34979.645009881424,Drama
929,242539,An Officer and a Gentleman,-0.5267,0.7096,34767.80303030303,Drama
542,1922686,Kabhi Alvida Naa Kehna,0.765,0.7717,34664.5256916996,Drama
3465,7167797,"Synecdoche, New York",0.25,0.34,34507.61413043478,Drama
2492,5221717,'Salem's Lot,-0.4588,0.6124,34494.56768774703,Drama
3060,76335,The Searchers,-0.7351,0.5994,34424.45289855073,Drama
613,417891,The Ninth Gate,0.7506,0.4939,34279.26136363636,Drama
4394,1228937,Lemony Snicket's A Series of Unfortunate Events,0.5574,-0.296,34227.31389986824,Drama
1379,71473,The Third Man,-0.1779,-0.5859,34120.49818840579,Drama
1765,277006,Star Trek: The Motion Picture,0.2732,0.4215,34014.541337285904,Drama
838,5549065,Sweeney Todd: The Demon Barber of Fleet Street,0.4404,-0.8481,33864.191781949936,Drama
4001,454223,Pretty in Pink,0.4588,0.7351,33838.81884057971,Drama
4734,103026,Kramer vs. Kramer,0.2716,0.1531,33830.97620223979,Drama
2470,7764212,Freedom Writers,-0.5106,0.6249,33794.25362318841,Drama
4841,5274232,The Fountainhead,-0.0772,0.5994,33739.44375823452,Drama
4938,590462,Once Upon a Time in Mexico,-0.6908,-0.4019,33339.656867588936,Drama
179,176545,The Seventh Seal,-0.8074,0.2263,32832.891304347824,Drama
4228,10193,Enter the Dragon,0.7351,-0.6705,32573.94062911726,Drama
2479,973077,An American Tail,-0.6705,0.5267,32479.37022397892,Drama
4610,326124,Irma Vep,0.296,-0.4404,32359.63290513834,Drama
5487,31193,THX 1138,0.0772,0.4995,32267.792160737816,Drama
5392,28245273,On the Road,0.7783,0.7783,31888.09996706192,Drama
4506,29988111,The Skin I Live In,0.4215,0.2263,31819.141304347828,Drama
5165,17458139,Rab Ne Bana Di Jodi,-0.25,0.5719,31520.098814229248,Drama
1545,9199781,This Is England,-0.8979,-0.0976,31308.03458498024,Drama
4413,885776,The Cable Guy,-0.2023,0.7845,31014.69466403162,Drama
611,2020037,Tere Naam,-0.3182,0.5719,30933.056324110672,Drama
1347,28387289,The Girl with the Dragon Tattoo,-0.3182,-0.5267,30869.008152173912,Drama
5239,28327465,I Saw the Devil,0.4019,-0.9866,30550.34519104084,Drama
255,5664795,The Hound of the Baskervilles,0.1531,0.6124,30472.603260869568,Drama
4169,22799564,Ordinary People,-0.4588,-0.7498,30390.07295783926,Drama
1637,15316430,Kahaani,-0.8176,-0.8885,29559.65003293808,Drama
1590,1460724,Maine Pyar Kiya,0.4767,0.5574,29144.778079710144,Drama
1108,149433,Rocky II,0.6908,0.8658,29133.60260210804,Drama
2906,2639650,The Assassination of Jesse James by the Coward Robert Ford,-0.128,-0.5423,28990.50848155468,Drama
1514,24002929,High Noon,-0.6249,-0.765,28947.865777338604,Drama
998,733213,The Princess Diaries 2: Royal Engagement,0.5106,-0.296,28932.533761528324,Drama
618,19268144,The Call of the Wild,-0.7096,-0.7506,28921.328886693016,Drama
2019,92999,Wag the Dog,0.1779,-0.765,28882.038290513832,Drama
285,289253,Grease 2,0.3182,0.6124,28876.377799736496,Drama
3156,2450308,The Fountain,-0.7906,-0.3818,28818.537549407112,Drama
2514,1714278,The End of Evangelion,-0.8271,-0.7845,28798.012598814228,Drama
4437,58147,The Manchurian Candidate,-0.5994,0.2263,28338.61660079052,Drama
5350,948337,The Manchurian Candidate,-0.7506,0.6124,28338.61660079052,Drama
1552,3748536,Rang De Basanti,-0.4215,-0.4404,28246.89031620553,Drama
100,506119,Out of Sight,-0.5574,0.875,27888.220355731224,Drama
3143,26252728,Cowboys & Aliens,-0.7906,0.4019,27880.203804347828,Drama
996,101813,The Family Man,0.3612,0.1406,27878.7481884058,Drama
5560,16714097,The Tell-Tale Heart,-0.8519,-0.6705,27795.897233201584,Drama
4713,12490207,Over the Rainbow,-0.4767,-0.3405,27723.697628458503,Drama
396,6900622,Madame Bovary,-0.7506,-0.0258,27688.6195652174,Drama
4114,540654,Body Heat,0.4754,0.2023,27598.76235177866,Drama
1229,1075838,The Life Aquatic with Steve Zissou,0.8126,0.8834,27523.57789855072,Drama
4259,1654450,Dil To Pagal Hai,0.6369,0.7717,27520.6342226614,Drama
2306,2428326,Baazigar,-0.5267,-0.891,27029.396986166008,Drama
2653,8328948,A Wrinkle in Time,-0.3612,0.7717,27000.2463768116,Drama
4075,6631824,Aashiqui,-0.0258,-0.4215,26843.196640316208,Drama
4203,201448,The Rescuers,-0.0772,0.7184,26761.057065217392,Drama
5437,30944757,The Trial,-0.9719,-0.2023,26751.74703557312,Drama
926,28075240,A Dangerous Method,-0.4404,-0.6808,26721.41032608696,Drama
4903,318810,8½,-0.4767,0.0516,26671.286561264824,Drama
775,1569634,Save the Last Dance,0.7096,0.891,26600.515563241108,Drama
4602,36724342,Saving Mr. Banks,0.2263,0.2263,26424.50098814229,Drama
1865,363255,Muriel's Wedding,-0.7906,-0.5106,26413.80764163373,Drama
562,24207129,A Single Man,-0.6249,-0.7096,26343.445322793148,Drama
2712,924767,Sleeping with the Enemy,0.7717,-0.3818,26204.94556982872,Drama
3748,26653235,Dalida,0.25,-0.7905,26105.28260869565,Drama
1993,604444,Koi... Mil Gaya,0.7506,0.5719,26023.496129776024,Drama
3623,6238106,The Darjeeling Limited,-0.4215,0.2023,25976.82501646904,Drama
5456,23663192,The Glass Menagerie,-0.3612,-0.296,25944.32246376812,Drama
3599,22521524,Ivanhoe,0.9274,0.6369,25877.062829380764,Drama
3777,15441313,Long John Silver,0.296,0.2617,25730.573122529644,Drama
2755,222500,Any Given Sunday,-0.6486,-0.4215,25598.011363636364,Drama
5353,2079686,Mommie Dearest,0.4019,0.3818,25463.19441699605,Drama
5175,2853254,Iruvar,-0.0516,-0.3182,25389.933959156784,Drama
5475,7758136,The Unbearable Lightness of Being,0.5859,-0.2748,25297.28260869565,Drama
2484,23418073,Tess of the d'Urbervilles,-0.7964,-0.6908,25191.716897233204,Drama
